index	syllables	pieces	method	preview
113	57	1	STAGE2_MANUAL	ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། དྲང་སྲོང་དང་རིག་འཛིན།བྱང་ཆུབ་སེམས་དཔའི་ཚ
114	76	1	STAGE2_MANUAL	གཞན་ཡང་ཨཾ་ཏཱ་རེ་ཏུཏྟཱ་རེ་ཏུ་རེ་སྭཱ་ཧྭ་ཞེས་ཡི་གེ་བཅུ་པའི་གསུང
115	62	1	STAGE2_MANUAL	གསལ་འདེབས་ཚུལ་ནི། དགྲ་དང་བྱད་མའི་རིག་སྔགས་སྟོབས་གཞོམ་སྒྲོལ་མ
119	44	1	STAGE2_MANUAL	ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། ཏྱཱ་རེ་ཞེས་པ་མྱུར་མ་ཁྱེད་ཀྱི་ཞབས་མཐིལ་གཉ
120	51	1	STAGE2_MANUAL	རིའི་རྒྱལ་པོ་རི་རབ་དང་མནྡ་ར་དང་།རི་བོ་འབིགས་བྱེད་ཅེས་རི་བོ་ག
121	80	1	STAGE2_MANUAL	གསལ་འདེབས་ཚུལ་ནི། དགྲ་ཇག་ཆོམ་རྐུན་འཆིང་བའི་སྒྲོལ་མ་དཔག་མེད་ག
126	49	1	STAGE2_MANUAL	ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། ལྷ་ཡི་ཡུལ་གྱི་བདུད་རྩིའི་མཚོ་ཡི་རྣམ་པའི་
127	48	1	STAGE2_MANUAL	ཏཱ་ར་གཉིས་བརྗོད་པ་ཅན་གྱི་རིག་སྔགས་ཡི་གེ་བཅུ་པ་ལ་ཕཊ་ཀྱིས་བརྒྱ
128	65	1	STAGE2_MANUAL	གསལ་འདེབས་ཚུལ་ནི། དུག་རིགས་ཞི་ཞིང་སྲུང་བའི་འཕགས་མ་རྨ་བྱ་ཆེན་
133	50	1	STAGE2_MANUAL	ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། འདོད་གཟུགས་ཀྱི་ལྷ་ཡི་ཚོགས་རྣམས་ཀྱི་རྒྱལ་
134	56	1	STAGE2_MANUAL	འཕགས་མ་གདུགས་དཀར་མོས་ཀུན་ནས་བྱིན་གྱིས་བརླབས་པའི་སྔགས་དང་ཕྱག་
135	71	1	STAGE2_MANUAL	གསལ་འདེབས་ཚུལ་ནི།རྩོད་དང་རྨི་ལམ་ངན་པ་སེལ་བའི་འཕགས་མ་མི་ཕམ་གད
140	43	1	STAGE2_MANUAL	ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། ཉི་མ་དང་ཟླ་བ་རྒྱས་པ་ལྟ་བུའི་སྤྱན་གཉིས་པོ
142	62	1	STAGE2_MANUAL	གསལ་འདེབས་ཚུལ་ནི། རིམས་ནད་སེལ་བའི་འཕགས་མ་རི་ཁྲོད་ལོ་གྱོན་མ་འ
145	86	1	STAGE2_MANUAL	ཡུལ་གང་ལ་ཕྱག་འཚལ་ན། སྒྲུབ་པ་པོ་རང་གི་སྤྱི་བོར་ཨོཾ་དཀར་པོ། མག
146	50	1	STAGE2_MANUAL	གདོན་རིགས་བཅོ་བརྒྱད་སོགས་དང་རོ་ལང༵ས་འབྱུང་པོ།མདངས་འཕྲོག་པའི་
147	63	1	STAGE2_MANUAL	གསལ་འདེབས་ཚུལ་ནི། ནད་པའི་བླ་ཚེ་བླུ་བྱེད་ཀྱི་འཕགས་མ་ལྷ་མོ་འོད
151	49	1	STAGE2_MANUAL	དོན་བསྡུ་ན་སྒྲོལ་མའི་རྩྭ་བའི་རིག་སྔགས་ཀྱི་དོནདང་ཡོན་ཏན་སྤེལ་
152	83	1	STAGE2_MANUAL	ཕྱག་འཚལ་ཉེར་གཅིག་གི་རྒྱས་འགྲེལ་ནི་ཀློག་པ་པོ་ཉུང་ཞིང་དོན་རྟོག
