index	syllables	pieces	method	preview
158	58	1	STAGE2_MANUAL	རྒྱུ་གང་གིས་ཕྱག་འཚལ་ཞེ་ན། རྗེ་བཙུན་མའི་ཞལ་ནས་ཏྲཊ་ཅེས་བྱ་བའི་
159	65	1	STAGE2_MANUAL	བཞུགས་པའི་སྟངས་སྟབས་ཅུང་ཟད་ཁྲོ་བའི་ཉམས་ཅན་གཡས་བསྐུམ་ཞིང་གཡོན
160	53	1	STAGE2_MANUAL	སྐུ་ལས་མེ་སྤུངས་འབར་ཞིང་ཤིན་ཏུ་འབར་བའི་ཁྲོད་ན་སྐུའི་རྣམ་འགྱུ
162	72	1	STAGE2_MANUAL	སྐུ་མདོག་སོགས་ནི། པདྨ་སེར་པོ་དང་ཉི་མའི་དཀྱིལ་འཁོར་ལ་གཡས་བསྐུ
177	77	1	STAGE2_MANUAL	ཆེ་བའི་ཡོན་ཏན་གང་གི་སྒོ་ནས་ཕྱག་འཚལ་ཞེ་ན། རྗེ་བཙུན་མ་ཁྱོད་ནི་
178	120	1	STAGE2_MANUAL	- ཕྱིའི་འཇིགས་པ་ཆེན་མོ་བདུད་ཀྱི་དཔའ་བོ་སྟེ་གཙོ་བོ་དགའ་རབ་དབང
179	103	1	STAGE2_MANUAL	རྐང་པ་ཕྱི་མ་གཉིས་ཀྱིས་དེ་ལྟར་བསྟན་ཚུལ་ནི། ཆུ་སྐྱེས་ནི་པདྨ་དང
181	59	1	STAGE2_MANUAL	སྐུ་མདོག་ནི། གསེར་གྱི་མདོག་ཅན་ཞལ་གཅིག་ཕྱག་བཞི་མ། པདྨ་དམར་པོ་
191	73	1	STAGE2_MANUAL	ཆེ་བའི་ཡོན་ཏན་གང་གིས་སྒོ་ནས་ཕྱག་འཚལ་ཞེ་ན། ཕྱག་གཡོན་པའི་མཐེབ་
192	68	1	STAGE2_MANUAL	, དེ་བཞིན་མ་ལུས་ཕྱོགས་ཀྱི་འཁོར་ལོ་སྟེ་ཕྱོགས་བཞི་མཚམས་བཞི་སྟེ
207	50	1	STAGE2_MANUAL	སྐུ་མདོག་ནི། པདྨ་རཱ་གའི་མདོག་ཅན་དུ་གསུངས་པས་དམར་པོ་ཡིན། འོག་
218	66	1	STAGE2_MANUAL	ཆེ་བའི་ཡོན་ཏན་གང་གི་སྒོ་ནས་ཕྱག་འཚལ་ཞེ་ན། རབ་ཏུ་དགའ་བ་སྟེ་སེམ
220	42	1	STAGE2_MANUAL	བཞད་པ་རབ་བཞད་ཏུཏྟཱ་ར་ཡིས།།ཞེས་གསུངས་པས་ནི་བདུད་ཀྱི་མཐུ་ལ་མི་
229	60	1	STAGE2_MANUAL	རྣམ་པ་ནི། སྐུ་མདོག་བྱི་རུའི་མདོག་ལྟ་བུའི་དམར་མོ། ཟླ་བ་དང་པད་
241	47	1	STAGE2_MANUAL	རྒྱུ་ཅིས་ཕྱག་འཚལ་ཞེ་ན། གཟའ་ཆེན་བརྒྱད་སོགས་མི་མ་ཡིན་གྱི་རིགས་
242	77	1	STAGE2_MANUAL	ཁྲོ་གཉེར་སྟེ་ཡིད་ཁྲོས་པའི་དབང་གིས་གདོང་ལ་གཉེར་མ་སྡུད་པའི་ཚུལ
254	45	1	STAGE2_MANUAL	འགྲེལ་པ་འགའ་ཞིག་ལས་འགུགས་པའི་དོན་ཕྱོགས་སྐྱོང་བཅུ་འཕྲིན་ལས་སྒ
257	56	1	STAGE2_MANUAL	སྒྲོལ་མའི་སྐུ་མདོག་དང་ཕྱག་མཚན་རྣམ་པ་སོགས་ནི།སྐུ་མདོག་མུན་པའི
269	70	1	STAGE2_MANUAL	རྒྱུ་གང་གིས་ཕྱག་འཚལ་ཞེ་ན། རྒྱུ་མཚན་གཉིས་ཀྱི་སྒོ་ནས་ཕྱག་འཚལ་བ
273	70	1	STAGE2_MANUAL	རྒྱུ་མཚན་གཉིས་པ་ནི། རལ་པའི་ཁྲོད་ན་ཞེས་སོགས་ཚིག་རྐང་གཉིས་ཏེ། 
284	60	1	STAGE2_MANUAL	སྔ་ཕྱི་མི་མཐུན་པ་ནི་འགྱུར་གྱི་དབང་གིས་ཡིན་ཡང་། ཚེས་པའི་ཟླ་བ་
300	128	1	STAGE2_MANUAL	རྒྱུ་ཅིས་ཕྱག་འཚལ་ཞེ་ན། དུས་མཐར་བསྐལ་པ་འཇིག་པའི་ཚེ། ཉི་མ་བདུན
304	73	1	STAGE2_MANUAL	ཀུན་ནས་བསྐོར་དགའི། ཞེས་པའི་བསྐོར་ནི་རང་ལ་ཚུར་བསྐོར་ཏེ་གནས་པའ
305	44	1	STAGE2_MANUAL	སྐུའི་རྣམ་འགྱུར་ནི། སྐུ་མདོག་དམར་པོ། པདྨ་དམར་པོའི་སྟེང་དུ་ཉི
326	109	1	STAGE2_MANUAL	རྒྱུ་ཅིས་ཕྱག་འཚལ་ཞེ་ན། ཞལ་ཁྲོ་གཉེར་བསྡུས་པ་དང་བཅས་ས་གཞི་ཆེན་
327	63	1	STAGE2_MANUAL	ཧཱུཾ་ཡིག་གང་གི་ཡིན་ཞེ་ན། རྗེ་དགེ་འདུན་གྲུབ་ཀྱིས་ཐུགས་ཀའི་ཧཱུ
328	93	1	STAGE2_MANUAL	སྐུ་མདོག་ནག་པོ། ཉི་མའི་དཀྱིལ་འཁོར་གྱི་སྟེང་ན་པདྨ་དམར་སེར་ལ་ག
350	100	1	STAGE2_MANUAL	རྒྱུ་ཅིས་ཕྱག་འཚལ་ཞེ་ན། རྗེ་བཙུན་མ་གང་ལ་བསྟེན་ཅིང་མཆོད་པའི་སྒ
351	61	1	STAGE2_MANUAL	འགྲེལ་པ་གཞན་གྱིས་བདེ་མ་ཟག་མེད་ཀྱི་བདེ་བ་དང་། དགེ་མ་ཐར་པ་དང་།
355	61	1	STAGE2_MANUAL	དེ་ལྟ་བུའི་མྱ་ངན་ལས་འདས་པའི་ཞི་བ་ཕྲ་རགས་ཐམས་ཅད་ལྷ་མོ་རང་ཉིད་
356	73	1	STAGE2_MANUAL	འོ་ན་གཞན་སྲིད་ཞིའི་འཇིགས་པ་ལས་སྒྲོལ་བ་ལ་དེ་དག་ལ་བར་དུ་གཅོད་པ
365	48	1	STAGE2_MANUAL	ཡི་གེ་མི་འདྲ་བ་ནི། ཉི་མ་སྦས་པས། ཡང་དག་ལྡན་མ། ཇོ་ནང་དངུལ་ཆུ་ཅ
374	87	1	STAGE2_MANUAL	རྒྱུ་གང་གི་སྒོ་ནས་ཕྱག་འཚལ་ཞེ་ན། སྒྲུབ་པ་པོས་རང་གི་ཐུགས་ཀར་ཐུ
376	53	1	STAGE2_MANUAL	དེ་ཡང་སྔགས་ཡིག་གིས་བསྐོར་བར་བསྒོམས་པས་མ་འོངས་པར་རང་ཡིད་གཞུངས
381	56	1	STAGE2_MANUAL	འདིར་ཀུན་ནས་བསྐོར་རབ་ཅེས་པའི་བསྐོར་གྱི་དོན་འཆད་པའི་ཚེ་འགྲེལ་
387	126	1	STAGE2_MANUAL	ཡི་གེ་བཅུ་པའི་སྔགས་ནི་ཞེས་སོགས་ཚིང་རྐང་གཉིས་ཀྱི་དོན་ལ། འགྲེལ
390	46	1	STAGE2_MANUAL	སྐུ་མདོག་དམར་མོ། ཞལ་གཅིག་སྤྱན་གསུམ་མ། ཕྱག་གཉིས་མ། པདྨ་དམར་སེ
409	88	1	STAGE2_MANUAL	རྒྱུ་མཚན་གང་གི་སྒོ་ནས་ཕྱག་འཚལ་ཞེ་ན། འཇིག་རྟེན་གསུམ་མཐུ་སྟོབས
410	50	1	STAGE2_MANUAL	དེ་ནས་ཧཱུཾ་གི་རྣམ་པའི་སྟེ་ཧཱུཾ་ཡིག་གི་ས་བོན་ལས་སྐྱེས་པའི་ཚུལ
420	58	1	STAGE2_MANUAL	འཇིག་རྟེན་གསུམ་རྣམས། ཞེས་འཇིག་རྟེན་གསུམ་རི་རབ་དང་། མནྡར་དང་།
439	59	1	STAGE2_MANUAL	རྒྱུ་གང་གི་སྒོ་ནས་ཞེ་ན། ལྷའི་མཚོ་ལྟ་བུའི་རྣམ་པ་ཅན་གྱི་རི་དྭག
445	92	1	STAGE2_MANUAL	ཅོ་ནེས་ཡི་གེ་བཅུ་པ་དང་བཅས་པའི་ཏཱ་ར་ཏཱ་ར་གཉིས་བརྗོད་ཅིང་ཕཊ་ཀྱ
446	55	1	STAGE2_MANUAL	སྐུ་མདོག་དཀར་མོ། ཞལ་གཅིག་ཕྱག་བཞི་མ། པདྨ་དཀར་པོ་དང་ཟླ་བའི་གདན
459	69	1	STAGE2_MANUAL	ཆེ་བའི་ཡོན་ཏན་གང་གི་སྒོ་ནས་ཞེ་ན། ལྷའི་ཚོགས་རྣམས་ཀྱི་རྒྱལ་པོ་
460	46	1	STAGE2_MANUAL	ཐུགས་ཀུན་ནས་དགྱེས་པའི་དགའ་བའི་གཟི་བརྗིད་དམ་སྐུའི་གཟི་བརྗིད་ཀ
462	66	1	STAGE2_MANUAL	འགྲེལ་པ་རྣམས་སུ་སྐབས་འདིའི་གོ་ཆའི་དོན་འཆད་པའི་ཚེ་རིགས་སྔགས་ད
478	56	1	STAGE2_MANUAL	རྒྱུ་གང་གི་སྒོ་ནས་ཞེ་ན། ཉི་མ་ལྟར་གསལ་ཞིང་ཟླ་བ་ལྟར་བརྗིད་པའི་
479	55	1	STAGE2_MANUAL	ཧ་ར་ཧ་ར་ཞེས་དྲག་པོའི་རིག་སྔགས་གཉིས་བརྗོད་པའམ། ཡང་ན་ཏུཏྟཱར་སྟ
488	69	1	STAGE2_MANUAL	ཧཱ་ར་གཉིས་ཞེས་ཡོད་པ་བཞིན་རྗེ་དགེ་འདུན་གྲུབ་པ་སོགས་འགྲེལ་བྱེད
501	105	1	STAGE2_MANUAL	རྒྱུ་ཅི་ཞིག་མཐོང་ནས་ཡིན་ཞེ་ན། ལྷ་མོའི་སྐུའི་གནས་གསུམ་སྟེ། རི
502	46	1	STAGE2_MANUAL	འགྲེལ་པ་འགའ་ཞིག་ལས་ཡི་གེ་གསུམ་སྒྲུབ་པ་པའི་གནས་གསུམ་ལ་བཀོད་པའ
509	43	1	STAGE2_MANUAL	སྐུ་མདོག་དཀར་མོ། ཞལ་གཅིག་སྤྱན་གསུམ་པ། ཕྱག་གཉིས་པ། ཁྱུ་མཆོག་ག
