index	syllables	pieces	method	preview
54	47	1	STAGE2_MANUAL	དེ་ཡང་མཐའ་ཡས་པའི་སེམས་ཅན་ཐམས་ཅད་ཀྱིས་ཤེར་ཕྱིན་ཇི་ལྟ་བ་བཞིན་མ
59	62	1	STAGE2_MANUAL	འཕགས་ས་ལ་བཞུགས་པའི་བྱང་སེམས་ནི་དངོས་ཡིན་ལ། དེ་ལ་ཕ་རོལ་ཏུ་ཕྱི
64	48	1	STAGE2_MANUAL	ཕྱག་འཚལ་ཏུཏྟ་ར་ནི་ཐོག་མའི་གསལ་བྱེད་དུ་བསྟན་ཅིང་། འདོད་ཁམས། ག
65	66	1	STAGE2_MANUAL	འཇིག་རྟེན་བདུན་པོ་ནི། འདོད་ཁམས་ལ་ངན་སོང་གསུམ། ལྷ་དང་མི་ཡི་གན
66	45	1	STAGE2_MANUAL	འཁོར་བའི་སེམས་ཅན་ཐམས་ཅད་ངན་སོང་དུ་ལུས་པ་མེད་པར། མཐོ་རིས་དང་ཐ
71	66	1	STAGE2_MANUAL	ལྷ་ཡི་དབང་པོ་བརྒྱ་བྱིན། སྟོང་གསུམ་གྱི་བདག་པོ་ཚངས་པ།ཡང་ན་ཤར་ཕ
72	56	1	STAGE2_MANUAL	འཇིགས་སྐྲག་སྡུག་བསྔལ་གྱིས་དུས་རྟག་ཏུ་མནར་བའི་མཁའ་ལ་རྒྱུ་བའི་
73	41	1	STAGE2_MANUAL	རྫུ་འཕྲུལ་དང་རྟོབས་རྩལ་ལྡན་པའི་གནོད་སྦྱིན་ཀྱི་ཚོགས་རྣམས་ཀྱིས
79	62	1	STAGE2_MANUAL	གཡས་བསྐུམས་གཡོན་བརྐྱངས་བ་ལ་ནག་ཕྱོགས་བདུད་ཀྱི་ཕྱོགས་སུ་གྱུར་པ
87	75	1	STAGE2_MANUAL	མཚན་ཐོས་པ་ཙམ་གྱིས་བདུད་ཀྱི་དཔུང་སྟེ། སྤྱིར་སྐྱེ་འགྲོ་ཡོངས་ལ་
88	62	1	STAGE2_MANUAL	དེ་ལྟ་བུའི་བདུད་ཀྱི་དཔུང་དེ་དག་འཇོམས་པར་མཛད་མ་ཡང་། རྗེ་བཙུན་
94	48	1	STAGE2_MANUAL	ཕྱག་གཡོན་པ་ཐུགས་ཀར་མཐེབ་སྲིན་སྦྱར་ཅིང་། མཛུབ་མོ་དང་དགུང་མོ། 
95	88	1	STAGE2_MANUAL	ཕྱག་གཡས་པས་མ་ལུས་པའི་སེམས་ཅན་ལ་མཆོག་ཐུན་གྱི་དངོས་གྲུབ་སྟེར་བ
101	80	1	STAGE2_MANUAL	རྗེ་བཙུན་མ་དེ་ཉིད་ཀྱིས་སེམས་ཅན་ལ་ཕན་བདེ་མ་ལུས་པ་སྟེར་བར་མཛད་
102	50	1	STAGE2_MANUAL	བཞད་པའི་སྒོ་ནས་བསྟོད་པ་ནི།བཞད་པ་དང་རྣམ་པར་བཞད་པ་ལ་སོགས་པའི་ས
108	76	1	STAGE2_MANUAL	ས་གཞི་སྐྱོང་བ་ནི་ཕྱོགས་སྐྱོང་བཅུ་པོ་སྟེ་སྟེང་དུ་ཚངས་པ། ཤར་དུ
109	94	1	STAGE2_MANUAL	དེ་ལྟར་བཀའ་བསྒོས་པའི་དམ་ལ་མི་གནས་པའི་འབྱུང་པོ་སྟོབས་ཆེ་བའི་ཚ
115	60	1	STAGE2_MANUAL	ཟླ་བའི་དུམ་བུ་ནི་ཟླ་བ་ཆུ་ཤེལ་གྱི་གོང་བུའམ་དུམ་བུས་གཙུག་ཏོར་ག
116	43	1	STAGE2_MANUAL	དབུ་སྐྲ་རལ་པའི་ཁྲོད་ན་མགོན་པོ་འོད་དཔག་མེད་ཀྱིས་བརྒྱན་ཅིང་།དེ
121	59	1	STAGE2_MANUAL	ཞབས་གཡས་བརྐྱང་གཡོན་བསྐུམ་གྱིས་བཞུགས་པའི་རྗེ་བཙུན་མ་ལ་དུས་ཀུན
128	64	1	STAGE2_MANUAL	ངན་སོང་གསུམ་དང་། མཐོ་རིས་གསུམ་དང་།འདོད་གཟུགས་གཅིག་ཏུ་བསྡོམས་
134	72	1	STAGE2_MANUAL	མཐོང་སྤང་གི་སྤང་བྱ་ཐམས་ཅད་སྤངས་ཟིན་པའི་ཕྱིར་ན་སྡུག་བསྔལ་དང་བ
135	55	1	STAGE2_MANUAL	སྒྲིབ་པ་གསུམ་གྱི་དྲི་མ་ཐམས་ཅད་དང་བྲལ་བ་ནི་མྱ་ངན་ལས་འདས་པའི་ས
136	60	1	STAGE2_MANUAL	མཇུག་ཏུ་སྭཱ་ཧཱ་དང་ཐོག་མར་ཨོཾ་གྱིས་བརྒྱན་པའི་རྗེ་བཙུན་མའི་རིག
137	79	1	STAGE2_MANUAL	དེའི་རྗེས་སུ་བདག་དང་སེམས་ཅན་ཐམས་ཅད་ཀྱི་སྡིག་པ་ཆེན་པོ་མི་དགེ་
143	74	1	STAGE2_MANUAL	དེ་ལ་ཞི་དྲག་གཉིས་ལས་ཞི་བའི་སྔགས་ནི་ཡི་གེ་བཅུ་པ་དང་། དྲག་པོའི
144	49	1	STAGE2_MANUAL	གང་ཟག་དེ་དག་ལ་གནོད་ཅིང་འཚེ་བར་བྱེད་པའི་དགྲ་ཡི་དཔུང་ཚོགས་རྣམས
149	42	1	STAGE2_MANUAL	དེ་ཡང་རྗེ་བཙུན་མ་དེ་ཉིད་ཤིན་ཏུ་ཁྲོས་པའི་དབང་གིས་ཞབས་ས་ལ་བརྡབ
150	48	1	STAGE2_MANUAL	རི་རབ་མནྡ་ར་ཡང་རབ་ཏུ་གཡོ་ཞིང་འབིགས་པར་བྱེད་པ་དང་། ས་བླ་ལྷའི་
155	50	1	STAGE2_MANUAL	དེ་ལ་ཡང་ཟླ་བའི་དཀྱིལ་འཁོར་ཉ་གང་བ་ནི། ལྷ་རྣམས་ཀྱི་ཡིད་དུ་འོང་
156	89	1	STAGE2_MANUAL	ཞལ་ནས་ཏཱ་ར་གཉིས་སུ་བརྗོད་པའི་སྔགས་ཀྱི་སྒྲ་ལས་འོད་ཟེར་བདུད་རྩ
163	56	1	STAGE2_MANUAL	བསྟེན་པ་པོ་དེ་དག་དུས་ཀུན་ཏུ་ལྟས་ངན་པ་ཐམས་ཅད་མི་འབྱུང་བར་སྲུང
169	64	1	STAGE2_MANUAL	ཧ་ར་གཉིས་སུ་བརྗོད་པ་དྲག་པོའི་སྔགས་སྒྲ་རབ་ཏུ་སྒྲོགས་པ་དེ་ལས་ས
175	84	1	STAGE2_MANUAL	སྐུའི་དེ་ཉིད་ཡི་གེ་ཨོཾ་དཀར་པོ། གསུང་གི་དེ་ཉིད་ཡི་གེ་ཨཱ༔དམར་པ
176	47	1	STAGE2_MANUAL	གདུལ་བྱ་དེ་དག་ལ་གདོན་དང་རོ་ལངས་གནོད་སྦྱིན་གྱི་ཚོགས་རྣམས་ཀྱི་
182	70	1	STAGE2_MANUAL	དང་པོ་ལོ་རྒྱུས་ཀྱི་སྒོ་ནས་ཕྱག་འཚལ་བ་གཅིག སྐུའི་རྣམ་པའི་སྒོ་ན
190	117	1	STAGE2_MANUAL	ཞེས་པ་སྟེ། རྗེ་བཙུན་མ་ཁྲོས་པའི་ཚུལ་དུ་བཞུགས་པ་དེ་ཉིད་ལ་སྲོད་
191	63	1	STAGE2_MANUAL	ཞེས་སྡིག་པ་མི་དགེ་བ་ཐམས་ཅད་རབ་ཏུ་ཞི་བར་མཛད་པ་དང་། འབྲས་བུའི་
193	133	1	STAGE2_MANUAL	ཞེས་པ་སྟེ།ཕྱོགས་བཅུའི་འཇིག་རྟེན་གྱི་ཁམས་ན་རྒྱལ་བ་བྱེ་བ་ཕྲག་བ
194	121	1	STAGE2_MANUAL	ཞེས་གང་ཟག་གང་ཡིན་པ་དེའི་དུས་ནི། སངས་རྒྱས་ཀྱི་གོ་འཕང་སྒྲུབ་པའ
195	50	1	STAGE2_MANUAL	ཞེས་སེམས་ཅན་གཞན་ཡང་འགྲོ་བ་དང་རྒྱུ་བའི་དུག་གི་རིགས་སུ་གྱུར་པ་
196	47	1	STAGE2_MANUAL	ཞེས་དེ་བཞིན་དུ་ཟོས་པ་དང་འཐུང་བའི་རིགས་སུ་གྱུར་པའི་སེམས་ཅན་ཐམ
199	58	1	STAGE2_MANUAL	ཞེས་གནོད་པའི་ཚོགས་སུ་གྱུར་པའི་གདོན་དང་། འབྱུང་བ་འཁྲུགས་པའི་ར
200	46	1	STAGE2_MANUAL	ཞེས་རང་གིས་ཕྱག་འཚལ་ཉེར་གཅིག་གི་སྒོ་ནས་རྗེ་བཙུན་མ་ལ་གསོལ་བ་བཏ
205	92	1	STAGE2_MANUAL	ཞེས་པ་སྟེ།གྲངས་གཉིས་གསུམ་བདུན་དུ་རྗེ་བཙུན་མ་ལ་མངོན་པར་དད་པའི
206	252	1	STAGE2_MANUAL	འཁོར་ཉི་ཤུ་པོའི་མཚན་དང་སྐུ་མདོག་ཕྱག་མཚན་རྣམས་ཀྱི་ངོས་འཛིན། ཞ
