index	syllables	pieces	method	preview
27	110	1	STAGE2_MANUAL	ས་འོག་ཀླུ་དང་། ས་སྟེང་མི་དང་། ས་བླ་ལྷ་སྟེ་འཇིག་རྟེན་གསུམ་གྱི
29	73	1	STAGE2_MANUAL	དང་པོ་བརྒྱུད་པའི་བླ་རྣམས་ལ་གསོལ་འདེབས་དང་། སྐྱབས་འགྲོ་དང་། ཚ
30	95	1	STAGE2_MANUAL	གཡོན་སྐྱབས་སྦྱིན་དཀོན་མཆོག་གསུམ་མཚོན་གྱི་ཕྱག་རྒྱའི་མཐེབ་སྲིན
31	100	1	STAGE2_MANUAL	གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ཨ་ནུ་ཡོ་ག་ལྟར་ན། ངེས་དོན་རྒ
32	78	1	STAGE2_MANUAL	, དེའི་དབུས་གཞིའི་རྩ་ཆེན་ཨ་ཝ་ཏི་སྐྱའོ། དེའི་གཡས་སུ་རོ་མ་དཀར་
33	116	1	STAGE2_MANUAL	བྱང་ཆུབ་སེམས་དང་བརྩོན་འགྲུས་ཀྱིས་གཞུང་བསྲངས། ལམ་ཐབས་དང་ཤེས་ར
37	84	1	STAGE2_MANUAL	བཞི་པ་མཐར་ཐུག་རྫོགས་རིམ་མཚན་མེད་ཨ་ཏི་ཡོ་ག་ལྟར་ན། སྣང་སྲིད་འཁ
39	80	1	STAGE2_MANUAL	དེ་ལྟར་འོག་ནས་འཆད་འགྱུར་སྒྲོལ་མ་ཚིགས་བཅད་ཉི་ཤུ་པོ་ཐམས་ཅད་ལ། 
42	56	1	STAGE2_MANUAL	དང་པོ། ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། ས་དང་ཆུ་རྡུལ་གྱིས་དབེན
43	62	1	STAGE2_MANUAL	ཚད་མེད་པའི་མཁྱེན་གཉིས་སྐར་མ་སྟོང་ཕྲག་འཚོགས་པ་ལྟ་བུ་རྣམས་ཀྱིས
44	48	1	STAGE2_MANUAL	སོ་སོ་ཡང་དག་པའི་རིག་པ་བཞི་ནི། དོན་སོ་སོ་ཡང་དག་པར་རིག་པ་དང་། 
45	90	1	STAGE2_MANUAL	གཉིས་པ་སྤྱིའི་དོན་བསྐྱེད་རིམ་ལྟར་བཤད་ན། རང་ཉིད་མཁའ་འགྲོ་ཡེ་ཤ
46	72	1	STAGE2_MANUAL	སེམས་ཅན་ཐམས་ཅད་ཀྱི་རྨོངས་པ་མ་རིག་པའི་མུན་པ་ལྷག་མེད་དུ་སྐད་ཅི
47	69	1	STAGE2_MANUAL	གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ནི། སྟོན་ཟླ་ལྟ་བུའི་བྱང་ཆུབ
49	128	1	STAGE2_MANUAL	བཞི་པ་མཐར་ཐུག་རྫོགས་རིམ་མཚན་མེད་ལྟར་ན། ངེས་དོན་རིག་སྟོང་བྱང་
52	46	1	STAGE2_MANUAL	དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། སྐུ་མདོག་འཛམ་བུའི་ཆུ་བོ
53	105	1	STAGE2_MANUAL	རྒྱུ་སྦྱིན་པའི་ཕ་རོལ་ཏུ་ཕྱིན་པ་དང་། དེ་བཞིན་དུ་བརྩོན་འགྲུས་ད
54	46	1	STAGE2_MANUAL	དེ་ལ་དབང་བཅུ་གང་ཞེ་ན། ཚེ་ལ་དབང་ཐོབ་པ་དང་། སེམས་ལ་དབང་ཐོབ་པ་ད
55	102	1	STAGE2_MANUAL	གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། གདན་པདྨ་དང་ཟླ་བའི་སྟེང་དུ་
57	75	1	STAGE2_MANUAL	གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ནི། ཆུ་སྐྱེས་གསང་བའི་པདྨ་དང
58	81	1	STAGE2_MANUAL	, བདེ་བ་ལ་བདག་འཛིན་བྲལ་བའི་སྦྱིན་པ་སྟེ་ཕ་རོལ་ཕྱིན་པ་དྲུག་པོ་
60	68	1	STAGE2_MANUAL	བཞི་པ་མཐར་ཐུག་རྫོགས་རིམ་མཚན་མེད་ལྟར་ན། པདྨ་ལྟར་གཟུང་འཛིན་དྲི
67	91	1	STAGE2_MANUAL	ས་བཅུ་ལམ་ལྔའི་སྤངས་རྟོགས་མ་ལུས་པའི་ཡོངས་སུ་རྫོགས་པས་ཉོན་མོངས
77	56	1	STAGE2_MANUAL	བཅུ་པ་ཀྱི་སྤྲིན་ནོ། ཕ་རོལ་ཕྱིན་པ་བཅུ་ནི། སྦྱིན་པ་དང་། ཚུལ་ཁྲ
78	96	1	STAGE2_MANUAL	གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་དམིགས་པ་ནི། པདྨ་དང་ཟླ་བའི་གདན་སྟེ
79	70	1	STAGE2_MANUAL	གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ནི། ཟབ་དོན་གསང་ལམ་ལྟར་ན་དེ་
81	118	1	STAGE2_MANUAL	བཞི་པ་མཐར་ཐུག་རྫོགས་རིམ་མཚན་མེད་ནི། དེ་བཞིན་གཤེགས་པའི་གཙུག་ཏ
84	93	1	STAGE2_MANUAL	དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། རིགས་བྱེད་སྒྲོལ་མ་དམར་མ
85	54	1	STAGE2_MANUAL	ཁྱོད་ཀྱིས་འཇིག་རྟེན་བདུན་པོ་ཞབས་ཀྱིས་མནན་པ་ལྟར་དབང་དུ་བསྡུས་
86	61	1	STAGE2_MANUAL	འཇིག་རྟེན་བདུན་ནི་གྲགས་རྒྱལ་གྱིས་ནི། འགྲོ་བ་རྒྱུད་ལྔ་དང་ཁམས་
87	92	1	STAGE2_MANUAL	གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་ཟླ་བའི་གདན་གྱི་སྟེང་དུ
89	72	1	STAGE2_MANUAL	གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ནི། ཏུཏྟཱ་ར་ནི་གདུང་བ་སྟེ་ག
90	55	1	STAGE2_MANUAL	དེས་ན་ཆོས་ཀྱི་དབྱིངས་ཀྱི་ངོ་བོ་གཏུམ་མོ། མེ་དཔུང་རབ་ཏུ་འབར་བས
92	78	1	STAGE2_MANUAL	བཞི་པ་མཐར་ཐུག་དོན་རྫོགས་རིམ་མཚན་མེད་ནི། ཏུཏྟཱ་ར་ཧྰུྃ་ནི་གནས་
93	91	1	STAGE2_MANUAL	ཀུན་གཞིའི་རྣམ་ཤེས་གཅིག་བསྡུས་ཏེ་ཡེ་ནས་ཟང་ཐལ་ཀ་དག་ཆོས་དབྱིངས་
97	89	1	STAGE2_MANUAL	ནུབ་བྱང་གི་བཟོ་དང་བཀོད་པའི་ཁྱད་པར་བྱེད་པ་པོ་ལྷ་དང་། སྣ་ཚོགས་
98	63	1	STAGE2_MANUAL	གཞན་ཡང་འབྱུང་པོ་ནི་བྱང་ཤར་དབང་ལྡན་གྱི་འཁོར་ཚོགས་ཀྱི་བདག་པོ་ས
99	65	1	STAGE2_MANUAL	གནོད་སྦྱིན་ནི་རྣམ་ཐོས་སྲས་སོགས་བྱང་ཕྱོགས་ནོར་གཏེར་བདག་པོ་ཚོག
100	105	1	STAGE2_MANUAL	གཉིས་པ་སྤྱིའི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་ཟླ་བའི་གདན་གྱི་སྟ
101	45	1	STAGE2_MANUAL	གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ལྟར་ན། བརྒྱ་བྱིན་ནི་ས་དང་། 
102	47	1	STAGE2_MANUAL	འབྱུང་པོ་རྩ་དང་། རོ་ལངས་ཐིག་ལེ་དང་། དྲི་ཟ་རླུང་དང་། གནོད་སྦྱ
104	69	1	STAGE2_MANUAL	བཞི་པ་མཐར་ཐུག་མཚན་མེད་རྫོགས་རིམ་ལྟར་ན། ཡེ་ནས་འབྱུང་བ་ཆེན་པོ་
105	78	1	STAGE2_MANUAL	རང་བྱུང་ཡེ་ཤེས་ཉག་གཅིག་གི་ཀློང་དུ་གདོད་ནས་འབྱུང་བ་ལྔ་ཡུམ་ཆེན
108	74	1	STAGE2_MANUAL	དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། ཞི་བས་གདུལ་བར་མི་ནུས་པའ
109	92	1	STAGE2_MANUAL	ཤེས་རབ་སྟོང་པ་ཉིད་དང་། དམིགས་མེད་སྙིང་རྗེ་ཆེན་པོས་སྲིད་ཞིའི་
111	69	1	STAGE2_MANUAL	གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་ཟླ་བའི་གདན་ལ་གཏུམ་མ
112	55	1	STAGE2_MANUAL	གཡོན་དཀོན་མཆོག་གསུམ་མཚོན་ཕྱག་རྒྱ། སྙན་ཐད་ཨུཏྤལ་ཁ་བྱེ་བ་ཟེའུ་
114	72	1	STAGE2_MANUAL	གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ལྟར་ན། ཏྲཊ་ཅེས་དྲལ་བ་དང་། ཕ
115	92	1	STAGE2_MANUAL	དེ་གཉིས་དབུ་མའི་ཞབས་འོག་ཏུ་མནན་པ་ནི་དེ་གཉིས་ཀྱི་གཟུང་འཛིན་ལས
117	71	1	STAGE2_MANUAL	བཞི་པ་མཐར་ཐུག་མཚན་མེད་རྫོགས་རིམ་ནི། ཏྲཊ་ཅེས་བྱ་བ་དང་ཕཊ་ཅེས་བ
118	66	1	STAGE2_MANUAL	འཁོར་བ་རུ་ལོག་འཁོར་བ་དོང་སྤྲུགས་ཀྱི་དྲག་ཤུལ་སྤྱོད་པའི་མེ་དཔུ
121	63	1	STAGE2_MANUAL	དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། ཏུ་རེ་ཞེས་པ་ནི་མྱུར་མ་ཡ
123	107	1	STAGE2_MANUAL	ཡིད་འོང་ཆུ་སྐྱེས་ལྟ་བུ་ཞི་བའི་ཞལ་བཟང་བཞད་པ་ལས་ནི། སངས་རྒྱས་བ
125	99	1	STAGE2_MANUAL	གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་ཟླ་བའི་གདན་གྱི་སྟེང
126	109	1	STAGE2_MANUAL	གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ལྟར་ན། བདུད་ཀྱི་དཔའ་བོ་རྣམ་
127	59	1	STAGE2_MANUAL	ཡང་གཅིག་ཏུ་ན་བདེ་སྟོང་གཉིས་མེད་ཡེ་ཤེས་ནི་སྐལ་དམན་སྐྲགས་པའི་ཕ
129	56	1	STAGE2_MANUAL	བཞི་པ་མཐར་ཐུག་མཚན་མེད་རྫོགས་རིམ་ལྟར་ན། བདུད་ཀྱི་དཔའ་བོ་རྣམ་པ
131	62	1	STAGE2_MANUAL	སྲོག་ཆེན་པོ་སྟེ་སྐྱེ་བ་མེད། ཞེས་གསུངས་པ་ལྟར། རིག་སྟོང་རང་བྱུ
134	54	1	STAGE2_MANUAL	དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། དཀོན་མཆོག་གསུམ་མཚོན་ཕྱག
135	88	1	STAGE2_MANUAL	ཕྱོགས་བཅུའི་ཞིང་གི་འགྲོ་བ་མ་ལུས་པ་འཇིགས་པ་ཆེན་པོ་བརྒྱད་ལ་སོག
136	79	1	STAGE2_MANUAL	གཉིས་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་ཟླ་བའི་གདན་གྱི་སྟེང་ད
137	45	1	STAGE2_MANUAL	འཁོར་ལོ་འོད་ཟེར་འབར་བ་འཁྲུགས་ཤིང་། སྐུ་དང་འཁོར་ལོ་ལས་འོད་ཟེར
139	108	1	STAGE2_MANUAL	དང་པོ་མ་རིག་པ་ཤུགས་རྒྱས་པས་ལས་རྒྱུ་འབྲས་ཁྱད་གསོད་ལོག་ཤེས་ཆང་
140	113	1	STAGE2_MANUAL	ཕན་ཚུན་འཐབ་རྩོད་རང་གཞན་ཆགས་སྡང་གི་གདུང་བས་དགེ་བའི་ནགས་ཚལ་བསྲ
141	92	1	STAGE2_MANUAL	གཉིས་པ་ཉེ་ཉོན་རྒྱགས་པ་དང་རྣམ་འཚེའི་རྒྱུས་འཕང་པའི་རྒྱལ་པོའི་ཆ
143	88	1	STAGE2_MANUAL	གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ལྟར་ན། དཀོན་མཆོག་གསུམ་མཚོན་
145	86	1	STAGE2_MANUAL	བཞི་པ་མཐར་ཐུག་རྫོགས་རིམ་མཚན་མེད་ལྟར་ན། ཡེ་ནས་སྒོ་གསུམ་སྣང་གྲ
148	47	1	STAGE2_MANUAL	དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། འགྲོ་བ་རྣམས་རབ་ཏུ་དགའ་བ
149	82	1	STAGE2_MANUAL	གསུང་བཞད་པ་བརྒྱད་ཅན་གྱི་རིག་སྔགས་ཀྱི་སྒྲ་དབྱངས་རབ་ཏུ་བཞད་པའི
150	61	1	STAGE2_MANUAL	གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་ཟླ་བའི་གདན་གྱི་སྟེང
151	64	1	STAGE2_MANUAL	སྐུ་དང་རྒྱལ་མཚན་ལས་རབ་ཏུ་འོད་ཟེར་འཕྲོས་པས། འདོད་ལྷ་ཐམས་ཅད་དབ
153	120	1	STAGE2_MANUAL	གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ནི། རབ་ཏུ་དགའ་བ་ལྷན་ཅིག་སྐྱ
155	92	1	STAGE2_MANUAL	བཞི་པ་མཐར་ཐུག་རྫོགས་རིམ་མཚན་མེད་ལྟར་ན། རིག་པ་རང་བྱུང་གི་ཡེ་ཤ
158	73	1	STAGE2_MANUAL	དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། ས་གཞི་ཆེན་པོ་འདི་སྐྱོང་
159	71	1	STAGE2_MANUAL	ཞི་མ་ཁྲོ་བརྗིད་ཅིང་ཆགས་པའི་ཁྲོ་གཉེར་གཡོ་བའི་ཐུགས་ཀའི་ཡི་གེ་ཧ
161	58	1	STAGE2_MANUAL	གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་ཟླ་བའི་གདན་གྱི་སྟེང
162	51	1	STAGE2_MANUAL	འདོད་དགུ་འབྱུང་བའི་གཏེར་བུམ་བསྣམས་པ་སྐུ་དང་གསུང་དང་ཐུགས་ལས་ར
164	101	1	STAGE2_MANUAL	གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ནི། ས་གཞི་སྐྱོང་བ་ས་འོག་གི་
166	111	1	STAGE2_MANUAL	བཞི་པ་མཐར་ཐུག་མཚན་མེད་རྫོགས་རིམ་ལྟར་ན། འཁོར་བའི་གཟུང་འཛིན་གཉ
171	84	1	STAGE2_MANUAL	དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། ཟླ་བའི་དུམ་བུ་སྟེ་ཟླ་བ་
172	93	1	STAGE2_MANUAL	རེས་དཀའ་ཐུབ་ཅན་གྱི་སྐུར་བསྟན་ནས། དབུ་སྐྲ་བུང་བ་ལྟར་གནག་པའི་ར
174	121	1	STAGE2_MANUAL	གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་བའི་སྟེང་ན། བཀྲ་ཤིས
176	90	1	STAGE2_MANUAL	གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ནི། ཟླ་བའི་དུམ་བུས་དབུ་རྒྱན
178	78	1	STAGE2_MANUAL	བཞི་པ་མཐར་ཐུག་མཚན་མེད་རྫོགས་རིམ་ལྟར་ན། ཟླ་བའི་དུམ་བུའི་དབུ་ར
184	50	1	STAGE2_MANUAL	འོད་ཟེར་རྡོ་རྗེའི་ཚྭ་ཚྭ་འཕྲོས་པས་གནོད་བྱེད་དགྲ་བགེགས་གཞན་སྡེ
185	42	1	STAGE2_MANUAL	རང་སེམས་འཁྲུལ་སྣང་སྒྲིབ་གཉིས་རང་གཟུགས་མི་དང་མི་མ་ཡིན་གནོད་བྱ
187	56	1	STAGE2_MANUAL	གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་ཟླ་བའི་གདན་གྱི་སྟེང
188	68	1	STAGE2_MANUAL	གཡོན་དཀོན་མཆོག་གསུམ་མཚོན་ཕྱག་རྒྱའི་མཐེབ་སྲིན་བར་ན་ཨུཏྤལའི་ཡུ
190	77	1	STAGE2_MANUAL	གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ནི། བསྐལ་པ་ཐ་མའི་མེ་ལྟ་བུ་ན
191	80	1	STAGE2_MANUAL	དེས་ན་གཡས་གཡོན་རྐྱང་ངམ། སྟེང་འོག་སྲོག་རྩོལ་དང་ཐུར་སེལ་གྱི་རླ
193	86	1	STAGE2_MANUAL	བཞི་པ་མཐར་ཐུག་མཚན་མེད་རྫོགས་རིམ་ལྟར་ན། བསྐལ་པ་ཐ་མ་མེ་ནི་རིག་
196	41	1	STAGE2_MANUAL	དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། རི་རབ་གླིང་བཞི་དང་བཅས་པ
197	65	1	STAGE2_MANUAL	ཞལ་གཉེར་ཏེ་ཁྲོས་པའི་ཉམས་ཅན་ལྡན་པར་མཛད་ནས། ཡི་གེ་ཧཱུྃ་གི་སྒྲ་
198	46	1	STAGE2_MANUAL	རིམ་པ་བདུན་ནི་ས་འདིའི་འོག་ཏུ་ཐོག་ཕུབ་རིམ་བདུན་ལྟར། མི་མ་ཡིན་
200	111	1	STAGE2_MANUAL	གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་ཟླ་བའི་གདན་གྱི་སྟེང
202	116	1	STAGE2_MANUAL	གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ནི། ས་གཞིའི་ངོས་ནི་ལྟེ་བའི་
204	49	1	STAGE2_MANUAL	བཞི་པ་མཐར་ཐུག་མཚན་མེད་རྫོགས་རིམ་ལྟར་ན། ས་གཞི་ངོས་ནི་མ་རིག་པ་
207	75	1	STAGE2_MANUAL	ཤེས་རབ་དང་བརྩོན་འགྲུས་ཟབ་མོའི་ལམ་གྱི་སྲོག་ཤིང་བཟུང་ནས་ཚོགས་ག
208	90	1	STAGE2_MANUAL	ཁྲོ་གཉེར་ཅན་མཛད་ཡི་གེ་ཧཱུྃ་གིས། རིམ་པ་བདུན་པོ་རྣམས་ནི་འགེམས་
211	118	1	STAGE2_MANUAL	དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། འབྲས་བུ་སྡུག་བསྔལ་མེད་པ
212	91	1	STAGE2_MANUAL	གསུང་རིག་སྔགས་མཇུག་ཏུ་སྭཱ་ཧཱ་དང་། མགོ་ཨཱོྃ་ནས་བརྩམས་པའི་རྩ་བ
214	66	1	STAGE2_MANUAL	གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་ཟླ་བའི་གདན་གྱི་སྟེང
215	71	1	STAGE2_MANUAL	རིལ་བ་སྤྱི་བླུགས་བདུད་རྩི་ཆུས་གང་བ་བསྣམས་པ་དང་། གཞན་ཡང་ཐུགས་
217	97	1	STAGE2_MANUAL	གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ནི། བདེ་མ་དང་། དགེ་མ་དང་། ཞ
219	94	1	STAGE2_MANUAL	བཞི་པ་མཐར་ཐུག་མཚན་མེད་རྫོགས་རིམ་ལྟར་ན། རང་བྱུང་ཡེ་ཤེས་ལ་མངའ་
222	122	1	STAGE2_MANUAL	དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། སྔགས་དང་བདེན་ཚིག་གྲུབ་པ
223	96	1	STAGE2_MANUAL	ཡང་ཨཱོྃཏཱ་རེ་ཏུཏྟཱ་རེ་ཏྱཱ་རེ་སྭཱ་ཧཱ་ཞེས་ཡི་གེ་བཅུ་པའི་གསུང་ང
225	83	1	STAGE2_MANUAL	གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་ཟླ་བའི་གདན་གྱི་སྟེང
226	71	1	STAGE2_MANUAL	གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ནི། ཀུན་ནས་བསྐོར་རབ་དགའ་བའི
227	74	1	STAGE2_MANUAL	ཡི་གེ་བཅུ་པའི་ངག་ནི་བཀོད་པ་ནི། ཡི་གེ་ནི་རླུང་མཚོན་པས་ན་རླུང་
228	46	1	STAGE2_MANUAL	རླུང་བཅུ་ནི། རྩ་བའི་རླུང་ལྔ་ནི། སྲོག་འཛིན་དང་། མེ་མཉམ་དང་། ཁ
232	73	1	STAGE2_MANUAL	རྫོགས་པ་ཆེན་པོའི་ལྟ་བ་བསྟན་ཏེ། སྣང་སྲིད་ཀྱི་རྣམ་པ་འདི་ཀ་ལྟར་
234	98	1	STAGE2_MANUAL	སྟོན་པའི་སྟོན་པ་ཀུན་བྱེད་རྒྱལ་པོ་ཡིན། སྙིང་སྐུ་ཡི་དཀྱིལ་འཁོར
235	75	1	STAGE2_MANUAL	ཚིག་རྐང་གཉིས་ནི་རང་བྱུང་རིག་པ་སྟོང་གསལ་ཟང་ཀ་མ་རྟོགས་ན་བདག་འཛ
238	60	1	STAGE2_MANUAL	དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། སེམས་ཅན་མ་རུངས་པ་རྣམས་ག
239	106	1	STAGE2_MANUAL	ཁྱོད་ཀྱིས་འཇིག་རྟེན་པའི་ལྷ་ཆེན་པོ་རྣམས་ཀྱི་གནས་རིའི་རྒྱལ་པོ་
241	115	1	STAGE2_MANUAL	གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་ཟླ་བའི་གདན་གྱི་སྟེང
243	97	1	STAGE2_MANUAL	གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ནི། རི་རབ་ནི་རྩ་་དབུ་མ་ཚངས་
245	96	1	STAGE2_MANUAL	བཞི་པ་མཐར་ཐུག་མཚན་མེད་རྫོགས་རིམ་ལྟར་ན། ཏུ་རེ་ཞབས་ནི་བརྡབ་པ་ན
248	59	1	STAGE2_MANUAL	དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། ལྷ་ཡི་ཡུལ་གྱི་བདུད་རྩིའ
249	59	1	STAGE2_MANUAL	འོག་ཏུ་འཆད་འགྱུར་གྱི་ཏཱ་ར་གཉིས་བརྗོད་པ་ཅན་གྱི་རིག་སྔགས་ཡི་གེ
251	56	1	STAGE2_MANUAL	གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་ཟླ་བའི་གདན་གྱི་སྟེང
252	64	1	STAGE2_MANUAL	ཟླ་བ་ཉ་གང་བ་རི་དྭགས་རྟགས་ཅན་བསྣམས་པ་ལས་འོད་ཟེར་བདུད་རྩིའི་ཟེ
254	111	1	STAGE2_MANUAL	གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ནི། ལྷའི་མཚོ་ཡི་རྣམ་པ་ནི་རྡ
256	64	1	STAGE2_MANUAL	བཞི་པ་མཐར་ཐུག་མཚན་མེད་རྫོགས་རིམ་ལྟར་ན། ལྷ་ཡི་མཚོ་ཡི་རྣམ་པ་ནི
257	103	1	STAGE2_MANUAL	དུག་རྣམས་མ་ལུས་པ་ནི་སེལ་མ་ནི། ལམ་རྫོགས་པ་ཆེན་པོའི་ལྟ་བ། བརྟན
262	61	1	STAGE2_MANUAL	དང་པོ་ཚིག་གི་དོན་ནི། གང་ལ་ཕྱག་འཚལ་ན། འདོད་གཟུགས་ཀྱི་ལྷ་ཡི་ཚོ
263	82	1	STAGE2_MANUAL	བཅོམ་ལྡན་འདས་མ་གཙུག་ཏོར་གདུགས་དཀར་མོ་འདིས་ཀུན་ནས་བྱིན་གྱིས་བ
265	92	1	STAGE2_MANUAL	གཉིས་པ་སྤྱི་དོན་བསྐྱེད་རིམ་ལྟར་ན། པདྨ་དང་ཟླ་བའི་གདན་གྱི་སྟེང
266	85	1	STAGE2_MANUAL	གཞན་ཡང་སྤྱི་བོ་བྱང་སེམས་བརྟན་ཕྱིར་དབུ་རྒྱན། བླ་མར་སྨད་པ་དགག་
268	91	1	STAGE2_MANUAL	གསུམ་པ་སྦས་དོན་རྫོགས་རིམ་མཚན་བཅས་ནི། ལྷའི་རྒྱལ་པོ་ནི་རྩ་དབུ་
270	101	1	STAGE2_MANUAL	བཞི་པ་མཐར་ཐུག་མཚན་མེད་རྫོགས་རིམ་ལྟར་ན། ལྷའི་ཚོགས་རྣམས་རྒྱལ་པ
