index	syllables	pieces	method	preview
83	83	1	STAGE2_MANUAL	ཕྱག་འཚལ་དེ་བཞིན་གཤེགས་པའི་གཙུག་ཏོར། མཐའ་ཡས་རྣམ་པར་རྒྱལ་བ་སྤྱ
84	61	1	STAGE2_MANUAL	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། འཕགས་མ་ཁྱེད་ཀྱིས་བདག་
86	127	1	STAGE2_MANUAL	ཞེས་གང་ལ་ཕྱག་འཚལ་ན མཚན་གྱི་སྔགས་ཏུཏྟཱ་ར་ཐུགས་སྲོག་གི་སྔགས་ཧཱ
89	142	1	STAGE2_MANUAL	སྒྲོལ་མའི་བསྟོད་འགྲེལ་འཕགས་མའི་བྱིན་རླབས་འགུགས་པའི་ལྕགས་ཀྱུ།
91	92	1	STAGE2_MANUAL	ཞེས་གང་ལ་ཕྱག་འཚལ་ན ཏྲཊ་ཅེས་བྱ་བ་དང་ཕཊ་ཀྱི་དྲག་པོའི་གསང་སྔགས་
93	136	1	STAGE2_MANUAL	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཐམས་ཅད་མ་ལུས་གསོད་མ།།
96	76	1	STAGE2_MANUAL	ཞེས་གང་ལ་ཕྱག་འཚལ་ན། ཕྱག་གཡོན་དཀོན་མཆོག་གསུམ་མཚོན་པའི་ཕྱག་རྒྱ
97	69	1	STAGE2_MANUAL	སྒྲོལ་མའི་བསྟོད་འགྲེལ་འཕགས་མའི་བྱིན་རླབས་འགུགས་པའི་ལྕགས་ཀྱུ།
99	108	1	STAGE2_MANUAL	ཞེས་གང་ལ་ཕྱག་འཚལ་ན། འགྲོ་རྣམས་རབ་ཏུ་དགའ་བ་བསྐྱེད་པའི་སྐུ་དང་
100	85	1	STAGE2_MANUAL	ཕྱག་འཚལ་ས་གཞི་སྐྱོང་བའི་ཚོགས་རྣམས།།ཐམས་ཅད་འགུགས་པར་ནུས་པ་ཉིད
101	54	1	STAGE2_MANUAL	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ནི་ཁྲོ་མོའི་རིགས་སྔགས
103	128	1	STAGE2_MANUAL	ཞེས་གང་ལ་ཕྱག་འཚལ་ན། ཟླ་བ་དུམ་བུ་ཞེས་པ་ནི་ཟླ་བ་ཕྱེད་པ་ཡིན་པས་
106	49	1	STAGE2_MANUAL	ཞེས་གང་ལ་ཕྱག་འཚལ་། བསྐལ་པ་ཐ་མའི་མེ་ནི་ད་ལྟའི་ཐ་མལ་གྱི་མེ་ལས་
107	76	1	STAGE2_MANUAL	སྒྲོལ་མའི་བསྟོད་འགྲེལ་འཕགས་མའི་བྱིན་རླབས་འགུགས་པའི་ལྕགས་ཀྱུ།
109	78	1	STAGE2_MANUAL	ཞེས་གང་ལ་ཕྱག་འཚལ་ན ས་ཆེན་པོ་གཞི་ཡི་ངོས་ལ་ཕྱག་གི་ཐལ་མོ་བསྡབས་
112	65	1	STAGE2_MANUAL	སྡིག་པ་ཆེན་པོ་འཇོམས་པ་ཉིད་མ།། ཞེས་གང་ལ་ཕྱག་འཚལ་ན། ལས་ཉོན་གྱི
113	120	1	STAGE2_MANUAL	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ལས་འདས་པ་ཆོས་ཉིད་ཞི་བ
115	161	1	STAGE2_MANUAL	ཞེས་གང་ལ་ཕྱག་འཚལ་ན། ལྷ་དང་རིག་པ་འཛིན་པ་དང་སངས་རྒྱས་བྱང་སེམས་
118	91	1	STAGE2_MANUAL	ཞེས་གང་ལ་ཕྱག་འཚལ་ན ཏུ་རེ་ཞེས་པ་མྱུར་མ་ལ་གོ་བས། སེམས་ཅན་གྱི་ད
120	131	1	STAGE2_MANUAL	ཞེས་གང་ལ་ཕྱག་འཚལ་ན་ལྷ་ཡི་མཚོ་ནི་ལྷ་ཡི་ཡུལ་གྱི་བདུད་རྩི་འབབ་པ
123	129	1	STAGE2_MANUAL	ཞེས་གང་ལ་ཕྱག་འཚལ་ན། ལྷ་ཡི་ཚོགས་ཀྱི་རྒྱལ་པོ་ནི་ཚངས་པ་དང་བརྒྱ་
126	106	1	STAGE2_MANUAL	ཞེས་གང་ལ་ཕྱག་འཚལ་། ཉི་མ་རྒྱས་པ་ལྟ་བུ་ཁྲོ་བོའི་སྤྱན་དང་། ཟླ་བ
127	43	1	STAGE2_MANUAL	སྒྲོལ་མའི་བསྟོད་འགྲེལ་འཕགས་མའི་བྱིན་རླབས་འགུགས་པའི་ལྕགས་ཀྱུ།
129	202	1	STAGE2_MANUAL	རྩ་བའི་སྔགས་ཀྱི་བསྟོད་པ་འདི་དང་།།ཕྱག་འཚལ་བ་ནི་ཤུ་རྩ་གཅིག། ཅེ
134	176	1	STAGE2_MANUAL	ཞེས་ལྷ་མོ་སྒྲོལ་མ་ལ་དད་པ་དང་མོས་གུས་ཡང་དག་པར་ལྡན་པ་ཞེས་ཁ་ཙམ་
136	22	2	citation-split	དེ་ཡི་དུག་ནི་དྲག་པོ་ཆེན་པོ།
བསྟེན་གནས་པའམ་གཞན་ཡང་འགྲོ་བ། །
ཟ
139	276	1	STAGE2_MANUAL	འཕགས་མ་ཉིད་དང་ལྷན་ཅིག་གཤེགས་པའི་རྒྱལ་བ་སྲས་དང་བཅས་པ་བྱེ་བ་ཕྲ
142	225	1	STAGE2_MANUAL	བགེགས་རྣམས་མེད་ཅིང་སོ་སོར་འཇོམས་གྱུར་ཅིག། ཅེས་གཉིས་ཞེས་ཉིན་མ
143	60	1	STAGE2_MANUAL	སྒྲོལ་མའི་བསྟོད་འགྲེལ་འཕགས་མའི་བྱིན་རླབས་འགུགས་པའི་ལྕགས་ཀྱུ།
145	95	1	STAGE2_MANUAL	བདེ་བླག་ཉིད་དུ་འགྲུབ་པའི་རྒྱུར་གྱུར་ཅིག། ཅེས་སྒྲོལ་མའི་བསྟོད
149	53	1	STAGE2_MANUAL	བཏུད་ནས་ཕྲིན་ལས་དཔལ་སྟེར་འདི་ན་སྤྲོ། འདིར་དེ་བཞིན་གཤེགས་པ་རྣ
151	145	1	STAGE2_MANUAL	ཞེས་པས་ཤློོ་ཀ་དང་པོས་སྒྲོལ་མ་མྱུར་མ་དཔའ་མོ་ལ་བསྟོད་ཅིང་ཕྱག་འ
152	65	1	STAGE2_MANUAL	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཤེས་བྱ་ཐམས་ཅད་སྐད་ཅིག
154	13	2	citation-split	ཞེས་གང་ལ་ཕྱག་འཚལ་ན།
སྒྲོལ་མ་བློ་གཏེར་དབྱངས་ཅན་མ་ལའོ། །
155	114	1	STAGE2_MANUAL	ལྷ་མོ་དེ་ནི་སྐུ་མདོག་སྟོན་ཀའི་ཟླ་བ་ལྟ་བུའི་མདོག་དང་ཞལ་རས་ཉ་ཀ
157	43	1	STAGE2_MANUAL	ཞེས་གང་ལ་ཕྱག་འཚལ་ན། སེར་མོ་སྟོབས་བསྐྱེད་མ་དེ་ནི་སྐུ་མདོག་གསེ
158	68	1	STAGE2_MANUAL	བསྟོད་འགྲེལ་འདོད་རྒུའི་ཕྲིན་ལས་དཔལ་སྟེར། ཆར་འབེབས་པའི་ནོར་བུ
160	122	1	STAGE2_MANUAL	ཞེས་གང་ལ་ཕྱག་འཚལ་ན། འཆི་མེད་ཚེ་སྒྲུབ་པ་གཙུག་ཏོར་རྣམ པར་རྒྱལ་
163	117	1	STAGE2_MANUAL	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། སྙིང་རྗེ་ཆེན་པོ་ཟུང་ད
165	138	1	STAGE2_MANUAL	ཞེས་གང་ལ་ཕྱག་འཚལ་ན། གདོན་རིགས་རྣམས་འཇོམས་མ་སྒྲོལ་མ་འཇིགས་བྱེ
168	167	1	STAGE2_MANUAL	ཞེས་གང་ལ་ཕྱག་འཚལ་ན། དམག་དང་ཐོག་སེར་འཇོམས་པར་བྱེད་པའི་སྒྲོལ་མ
170	172	1	STAGE2_MANUAL	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཞེས་གང་ལ་ཕྱག་འཚལ་། གཞ
172	92	1	STAGE2_MANUAL	ཞེས་གང་ལ་ཕྱག་འཚལ་ན། འཇིགས་པའི་ཚོགས་ཐམས་ཅད་ལས་སྐྱོབ་པར་མཛད་མ་
175	152	1	STAGE2_MANUAL	ཞེས་གང་ལ་ཕྱག་འཚལ་ན་འཇིག་རྟེན་དབང་དུ་བྱེད་པ་སྒྲོལ་མ་འཇིག་རྟེན
178	99	1	STAGE2_MANUAL	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། དང་ནོར་ལྷའི་ཚོགས་རྣམས
180	170	1	STAGE2_MANUAL	ཞེས་གང་ལ་ཕྱག་འཚལ་ན། ཡུལ་གྲུ་ཐམས་ཅད་བཀྲ་ཤིས་པར་བྱེད་པའི་སྒྲོལ
183	134	1	STAGE2_MANUAL	ཞེས་གང་ལ་ཕྱག་འཚལ་ན། དམག་སོགས་བར་ཆད་ཐམས་ཅད་ཀྱི་གཡུལ་ལས་རྒྱལ་བ
186	109	1	STAGE2_MANUAL	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ངོས་ལ་སྡིགས་མཛུབ་དང་བ
188	161	1	STAGE2_MANUAL	ཞེས་གང་ལ་ཕྱག་འཚལ་ན། སྡིག་སྒྲིབ་ཞི་བར་མཛད་པའི་སྒྲོལ་མ་རབ་ཏུ་ཞ
192	155	1	STAGE2_MANUAL	དེ་ནི་སྐུ་མདོག་དམར་པོ་ཕྱག་གཡོན་ཨུཏྤལའི་སྟེང་བྱད་མ་བཟློག་པའི་
196	128	1	STAGE2_MANUAL	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། འཆིང་བ་སྒྲོལ་མ་དཔག་མེ
198	150	1	STAGE2_MANUAL	ཞེས་གང་ལ་ཕྱག་འཚལ་ན། དུག་རིགས་རྣམས་ཞི་ཞིང་སྲུང་བའི་སྒྲོལ་མ་རྨ
201	147	1	STAGE2_MANUAL	ཞེས་གང་ལ་ཕྱག་འཚལ་ན། རྩོད་དང་རྨི་ལམ་ངན་པ་སེལ་བའི་སྒྲོལ་མ་མི་ཕ
203	67	1	STAGE2_MANUAL	ཤིན་ཏུ་དྲག་པོའི་རིམས་ནད་སེལ་མ།། ཞེས་གང་ལ་ཕྱག་འཚལ་ན་རིམས་ནད་ས
204	107	1	STAGE2_MANUAL	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། གཡས་ཉི་མའི་སྤྱན་ལས་འོ
206	164	1	STAGE2_MANUAL	ཞེས་གང་ལ་ཕྱག་འཚལ་། ནད་པའི་བླ་ཚེ་བསླུ་བར་བྱེད་པ་སྒྲོལ་མ་འོད་ཟ
207	101	1	STAGE2_MANUAL	བསྟོད་འགྲེལ་འདོད་རྒུའི་ཕྲིན་ལས་དཔལ་སྟེར། བཀུགས་ནས་དེ་དག་རྣམས
208	66	1	STAGE2_MANUAL	རྩ་བའི་སྔགས་ཀྱི་བསྟོད་པ་འདི་དང་།།ཕྱག་འཚལ་བ་ནི་ཉི་ཤུ་རྩ་གཅིག།
210	63	1	STAGE2_MANUAL	ཞེས་སྒྲོལ་མ་ཉེར་གཅིག་གི་བསྟོད་པའི་འགྲེལ་བ་འདོད་རྒུའི་ཕྲིན་ལས
215	197	1	STAGE2_MANUAL	དེ་ལ་འདིར་འཕགས་མའི་ཞབས་ལ་གསོལ་བ་བཏབས་པས་འཇིགས་པ་རྣམས་ལས་བསྐྱ
216	185	1	STAGE2_MANUAL	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། གེའི་ཚང་དང་ཉེ་བར་སླེབ
217	69	1	STAGE2_MANUAL	༥༽ དུག་སྦྲུལ་གྱི་འཇིགས་པ་ལས་བསྐྱབས་པ་ནི། སྔོན་གྲོང་ཁྱེར་ཞིག་
218	234	1	STAGE2_MANUAL	འཇིགས་པ་ལས་བསྐྱབས་པའི་གཏམ་དད་པའི་རྔ་སྒྲ། ནས་གསོལ་བ་བཏབས་པས་ས
221	292	1	STAGE2_MANUAL	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ༨༽ རྒྱ་མཚོའི་ཆུ་ཡི་འཇ
223	242	1	STAGE2_MANUAL	༡༠༽ མཛེ་ནད་ཀྱི་འཇིགས་པ་ལས་བསྐྱབས་པ་ནི། སྔོན་བྲམ་ཟེའི་སློབ་དཔ
224	268	1	STAGE2_MANUAL	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ༡༢༽ དབུལ་བའི་འཇིགས་པ་
225	264	1	STAGE2_MANUAL	འཇིགས་པ་ལས་བསྐྱབས་པའི་གཏམ་དད་པའི་རྔ་སྒྲ། པ་ཞིག་ཡོད་པས། ཡུལ་ད
226	259	1	STAGE2_MANUAL	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། འདི་སྐད་བཤད། ཕ་རོལ་པོ
227	56	1	STAGE2_MANUAL	འཇིགས་པ་ལས་བསྐྱབས་པའི་གཏམ་དད་པའི་རྔ་སྒྲ། འདོན་པར་ཉལ་དུ་ཆུག་ཟ
228	220	1	STAGE2_MANUAL	༢༠༽ སྔོན་ཞིག་ཡུལ་གྲུ་ཞིག་ན་ཆུ་ལས་བརྒལ་བའི་ཟམ་པ་ཞིག་ཡོད་པས་དེ
229	229	1	STAGE2_MANUAL	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཁྱེར་ཡོང་བ་ཟོས། དུས་ཡ
231	86	1	STAGE2_MANUAL	འཇིགས་པ་ལས་བསྐྱབས་པའི་གཏམ་དད་པའི་རྔ་སྒྲ། རིགས་བརྒྱུད་མ་སྐྱེས
233	133	1	STAGE2_MANUAL	ཕྱིས་རྒྱལ་བུ་དེ་སྟོབས་དང་བསོད་ནམས་མངའ་ཐང་ཆེ་བའི་རྒྱལ་པོར་གྱུ
234	45	1	STAGE2_MANUAL	༢༦༽ ཡང་བོད་ཤར་ཕྱོགས་ནས་དགེ་སློང་ཞིག་ནད་ཀྱིས་མནར་སྨན་པ་མང་པོ་
235	84	1	STAGE2_MANUAL	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ནད་ཀྱིས་འཐིབས་པའི་དགེ
237	59	1	STAGE2_MANUAL	སྔོན་བུད་མེད་གཅིག་ཁྱིམ་ཐབས་ཀྱི་གྲོགས་ཡུན་རིང་བཙལ་ཀྱང་མ་རྙེད་
238	133	1	STAGE2_MANUAL	དེས་ཀྱང་བློ་ཐེ་ཚོམ་མེད་པར་སྒྲོལ་མ་ལ་གསོལ་བ་བཏབས་པ་དང་འདོན་པ་
240	104	1	STAGE2_MANUAL	དེ་ལ་སོགས་པའི་སྒྲོལ་མས་བར་ཆད་སེལ་བ་དང་། དངོས་གྲུབ་སྟེར་བ་སོག
245	75	1	STAGE2_MANUAL	འདི་ལ་འདིར་དུས་གསུམ་རྒྱལ་བ་ཀུན་གྱི་ཕྲིན་ལས་ཀྱི་རང་གཟུགས་རྒྱལ
247	44	1	STAGE2_MANUAL	དང་པོ་ནི། རབ་རྗེ་བཙུན་སྒྲོལ་མའི་དབང་དང་དེ་ལྟར་མ་བྱུང་ཡང་གསང་
254	94	1	STAGE2_MANUAL	ཞེས་པ་ལྟར། ལས་དང་པོ་རྣམས་ལ་འདུ་འཛི་དང་བྲེལ་གཡེང་ཆགས་སྡང་འཁྲུ
256	56	1	STAGE2_MANUAL	ཞེས་དབྱར་དགུན་སྟོན་དཔྱིད་ཀྱི་ཟླ་བ་ར་བའི་ཡར་ཚེས་དང་། རྒྱལ་བའི
257	51	1	STAGE2_MANUAL	གཞན་བར་ཆད་དང་ནད་གདོན་སོགས་ཞི་བའི་ཆེད་ཡིན་ན་སྐབས་དེ་དང་།དོན་ཆ
261	292	1	STAGE2_MANUAL	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། 
262	274	1	STAGE2_MANUAL	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། སྦྲ་དང་ལྡན་པ་དང་མ་འགྲ
263	304	1	STAGE2_MANUAL	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། 
265	81	1	STAGE2_MANUAL	དེ་ལྟར་སྐྱབས་སུ་འགྲོ་བའི་དགོས་པ་དང་ཕན་ཡོན་ནི། ནང་པའི་ལམ་གྱི་
267	57	1	STAGE2_MANUAL	ཞེས་ཚིག་རྐང་གཉིས་ཀྱིས་བསྟན། ཕ་མ་སེམས་ཅན་ཐམས་ཅད་གཏན་གྱི་བདེ་བ
270	67	1	STAGE2_MANUAL	གསུངས་པ་ལྟར། སེམས་ཅན་གཞན་གྱི་དོན་གྱི་ཕྱིར་སངས་རྒྱས་ཀྱི་གོ་འཕ
271	74	1	STAGE2_MANUAL	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། 
272	63	1	STAGE2_MANUAL	སེམས་བསྐྱེད་ཀྱིས་ཟིན་པའི་དགེ་བའི་རྩ་བ་ཐམས་ཅད་སངས་རྒྱས་ཀྱི་རྒ
276	77	1	STAGE2_MANUAL	ཞེས་པའི་བར་དེ་ཕྱག་འཚལ་བ་པོ་ནི་བདག་དང་སེམས་ཅན་ཐམས་ཅད་ཀྱིས། ཡུ
281	148	1	STAGE2_MANUAL	ཞེས་པའི་བར་དེ་ཡང་གོང་བཞིན། རྗེ་བཙུན་འཕགས་མ་སྒྲོལ་མ་དང་། ཕྱོག
284	200	1	STAGE2_MANUAL	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། 
287	42	1	STAGE2_MANUAL	ཞེས་ཚོགས་ཞིང་འཕགས་མ་སྒྲོལ་མའི་སྤྱན་སྔར་གཞན་གྱི་རྒྱུ་བསོད་ནམས
288	112	1	STAGE2_MANUAL	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གཟིངས། ཐོས་དང་། རང་སངས་རྒྱས་དང་།
292	51	1	STAGE2_MANUAL	འདི་ནི་ཕྲག་དོག་གི་གཉེན་པོ་ཡིན ཕྲག་དོག་ནི། ཕན་པ་དང་རྒྱུ་མཚན་མ
295	60	1	STAGE2_MANUAL	ཆོས་ཀྱི་འཁོར་ལོ་བསྐོར་དུ་གསོལ།། ཞེས་སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས
299	82	1	STAGE2_MANUAL	ཞེས་སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་བླ་མ་དགེ་བའི་བཤེས་གཉེན་སྐུ་
302	102	1	STAGE2_MANUAL	འདྲེན་པའི་དཔལ་དུ་བདག་གྱུར་ཅིག། ཅེས་གོང་གི་ཚོགས་བསགས་ཡན་ལག་བད
304	86	1	STAGE2_MANUAL	ཞེས་ཚོགས་བསགས་ཡན་ལག་བདུན་པ་གྲུབ་ནས། མཆོད་རྫས་རྣམས་བྱིན་གྱིས་
306	116	1	STAGE2_MANUAL	ཞེས་སྟོང་པའི་ངང་ལས ཕྱི་གནས་ཡུལ་འདི་ཐ་མལ་གྱི་གནས་ཁང་དང་ས་གཞི་
307	250	1	STAGE2_MANUAL	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། 
308	139	1	STAGE2_MANUAL	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། མཁྱེན་གྱུར་པའི།།བཅོམ་
309	53	1	STAGE2_MANUAL	པདྨ་ཀ་མ་ལ་ཡེ་ཧཱུཾ་ཞེས་པདྨའི་གདན་འདིར་བཞུགས་སུ་གསོལ་ཞེས་རྒྱལ་
312	41	1	STAGE2_MANUAL	དང་པོ་ཕྱག་འཚལ་བ་ནི། ཕྱོགས་བཅུའི་འཇིག་རྟེན་གྱི་ཁམས་ཇི་སྙེད་ཡོ
313	77	1	STAGE2_MANUAL	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། 
316	94	1	STAGE2_MANUAL	གང་ལ་ཕྱག་འཚལ་ན་བདུད་དང་ཉོན་མོངས་པ་སོགས་ལས་རྒྱལ་བའི་སངས་རྒྱས་
319	97	1	STAGE2_MANUAL	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། སྙེད་པ་འདུས་ཞེས་གྲངས་
323	73	1	STAGE2_MANUAL	ཚུལ་ཇི་ལྟར་ཕྱག་འཚལ་ན་བདེ་བར་གཤེགས་པ་དག་གི་བསྔགས་པ་ཡོན་ཏན་ཟབ་
328	17	2	citation-split	བཀོད་པ་ཁྱད་པར་འཕགས་པའི་མཆོག་ཀུན་གྱིས།
རྒྱལ་བ་དེ་དག་ལ་ནི་མཆོད
329	133	1	STAGE2_MANUAL	གང་ལ་མཆོད་། རྒྱལ་དང་རྒྱལ་སྲས་ཀྱི་ཚོགས་ལ གང་མཆོད་ན། མཛེས་པའི་
333	75	1	STAGE2_MANUAL	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། དེའི་གོང་ན་མཆོད་རྫས་ག
336	54	1	STAGE2_MANUAL	རྒྱུ་ཉོན་མོངས་པ་འདོད་ཆགས་ཞེ་སྡང་གཏི་མུག་སྟེ་དུག་གསུམ་གྱིས་ཀུ
339	69	1	STAGE2_MANUAL	ཞེས་ཕྱོགས་བཅུ་ན་བཞུགས་པའི་རྒྱལ་བ་ཀུན་དང་། སངས་རྒྱས་ཀྱི་ཐུགས་
343	85	1	STAGE2_MANUAL	གང་ཕྱོགས་བཅུའི་འཇིག་རྟེན་གྱི་ཁམས་ན་བླང་དོར་གྱི་གནས་ལ་རྨོངས་ན
346	93	1	STAGE2_MANUAL	བདག་གིས་ཐལ་མོ་རབ་སྦྱར་གསོལ་བར་བགྱི།། སངས་རྒྱས་དང་བྱང་ཆུབ་སེམ
350	90	1	STAGE2_MANUAL	དགེ་བ་གང་བསྔོ་ན། ཡུལ་གོང་མ་རྒྱལ་བ་རྣམས་ལ་ཕྱག་འཚལ་བ་དང་། མཆོད
352	49	1	STAGE2_MANUAL	དེ་ལྟར་ཡན་ལག་བདུན་པའི་མཆོད་པ་སྔོན་དུ་སོང་ནས། དཀོན་མཆོག་སྤྱི་
355	111	1	STAGE2_MANUAL	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། 
357	72	1	STAGE2_MANUAL	ཞེས་སངས་རྒྱས་ཆོས་དགེ་འདུན་དཀོན་མཆོག་རིན་པོ་ཆེ་གསུམ་དང་བྱིན་ར
359	79	1	STAGE2_MANUAL	ཡེ་ཤེས་སྣང་བ་རྒྱས་པར་ཤོག །ༀ་གུ་རུ་དེ་ཝ་ཌཱ་ཀི་ནཱི་སརྦ་རཏྣ་མཎྜ
360	77	1	STAGE2_MANUAL	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། མཎྜལ་ཕུལ་བས་བསོད་ནམས་
