index	kind	syllables	preview
17	prose	55	བཞི་པ་ནི། ཕྱག་འཚལ་ལོ་གང་ལ་ན་གསུང་ཏུཏྟཱ་ར་ཞེས་སོགས་ཀྱིས་སྔགས་ཕྲེང་ལས་འཕྲོས་པའི་འོ
18	prose	23	འཇིག་རྟེན་བདུན་པོ་སྐུའི་ཞབས་ཀྱིས་མནན་ཏེ། །འགྲོ་བ་དེ་ཀུན་ལུས་པ་མེད་པར་དབང་དུ་འགུག
19	prose	38	ལྔ་པ་ནི། ཕྱག་འཚལ་ལོ་གང་ལ་ན་ཤར་གྱི་བརྒྱ་བྱིན་དང་ཤར་ལྷོའི་མེ་ལྷ་དང་སྟེང་གི་ཚངས་པ། 
20	prose	35	དབང་ལྡན་གྱི་འཁོར་འབྱུང་པོ་དང་སྲིན་པོའི་འཁོར་རོ་ལངས་དང་བརྒྱ་བྱིན་གྱི་འཁོར་དྲི་ཟ་ར
21	prose	39	དྲུག་པ་ནི། ཕྱག་འཚལ་ལོ་གང་ལ་ན་ཞལ་ནས་ཕ་རོལ་འཇོམས་བྱེད་ཀྱི་སྒྲ་ཏྲཊ་ཅེས་བྱ་བ་དང་འགས་
22	prose	33	གཡས་བསྐུམས་གཡོན་བརྐྱངས་ཞབས་ཀྱིས་བྱད་མ་དང་རྦད་འདྲེ་སོགས་མནན་ཏེ། །སྐུ་ལས་ཡེ་ཤེས་ཀྱ
23	prose	73	གཉིས་པ་ཁྲོ་མོའི་རྣམ་པའི་སྒོ་ནས་བསྟོད་པ་ལ་བདུན། བདུད་དང་སྒྲིབ་གཉིས་སྦྱོང་བའི་སྒོ་
24	prose	42	ཕྱག་འཚལ་ལོ་གང་ལ་ན་ཏུ་རེ་སྟེ་མྱུར་མ་འཇིགས་པ་ཆེན་མོ་སྟེ་ཤིན་ཏུ་དྲག་མོའི་རྣམ་འགྱུར་
25	prose	24	ཆུ་སྐྱེས་ཞལ་ནི་ཁྲོ་གཉེར་དང་ལྡན་པར་མཛད་པ་དེས། །དགྲ་བོ་སྟེ་ཤེས་སྒྲིབ་ཐམས་ཅད་མ་ལུས་
26	prose	31	ཕྱག་འཚལ་ལོ་ཕྱག་གཡོན་པས་མཛུབ་མོ་དང་གུང་མོ་དང་མཐེའུ་ཆུང་གསུམ་སྒྲེང་བ་དཀོན་མཆོག་གསུ
27	prose	43	མ་ལུས་ཕྱོགས་ཀྱི་ཆ་ཐམས་ཅད་ཕྱག་གཡས་པའི་མཆོག་སྦྱིན་གྱི་མཐིལ་འཁོར་ལོས་བརྒྱན་པ་ལས་འཕྲ
28	prose	41	གསུམ་པ་ནི། ཕྱག་འཚལ་ལོ་གང་ལ་ན་དད་པ་ཅན་ལ་རབ་ཏུ་དགའ་བ་བསྐྱེད་ཅིང་མ་དད་པ་རྣམས་ཟིལ་གྱ
29	prose	34	སྔགས་ཀྱི་བཞད་པ་རབ་བཞད་ཏུཏྟཱ་ར་ཡི་སྒྲས། །འདོད་ཁམས་ཀྱི་བདག་པོ་བདུད་དགའ་རབ་དབང་ཕྱུག
30	prose	34	བཞི་པ་ནི། ཕྱག་འཚལ་ལོ་གང་ལ་ན་ས་གཞི་སྐྱོང་བའི་ཕྱོགས་སྐྱོང་བཅུ་དང་དེའི་འཁོར་གྱི་ཚོག
31	prose	27	དེའི་ཞལ་ཁྲོ་གཉེར་གཡོ་བའི་རྣམ་ཅན་དང་ཐུགས་ཀའི་ཡི་གེ་ཧཱུྃ་གིས་འདོད་རྒུ་བཀུག་ནས། །ཕོ
32	prose	40	ལྔ་པ་ནི། ཕྱག་འཚལ་ལོ་གང་ལ་ན་ཟླ་བའི་དུམ་བུས་ཏེ་ཚེས་པ་གཅིག་གི་ཟླ་བས་དབུ་བརྒྱན་ཅིང་།
33	prose	30	རལ་པའི་ཁྲོད་ན་སངས་རྒྱས་འོད་དཔག་མེད་རིགས་བདག་ཏུ་བཞུགས་པ་ལས། །རྟག་པར་སེམས་ཅན་གྱི་ད
34	prose	32	དྲུག་པ་ནི། ཕྱག་འཚལ་ལོ་བསྐལ་པ་མཐའ་མའི་མེ་སྟེ་འཇིག་པའི་བསྐལ་པའི་དུས་ཀྱི་མེ་ལྟར། །ཡ
35	prose	34	ཞབས་གཡས་བརྐྱངས་གཡོན་བསྐུམས་པར་བཞུགས་ནས་ཆོས་ཀྱི་འཁོར་ལོ་ཀུན་ནས་བསྐོར་བ་ལ་དགའ་བའི།
36	prose	27	བདུན་པ་ནི། ཕྱག་འཚལ་ལོ་གང་ལ་ན་རི་རབ་གླིང་དང་བཅས་པའི་ས་གཞིའི་ངོས་ལ་ཕྱག་གི །མཐིལ་གྱ
37	prose	64	ཁྲོ་གཉེར་ཅན་མཛད་དེའི་ཕྱག་ཞབས་སུ་གནས་པའི་ཡི་གེ་ཧཱུཾ་གིས་རྡོ་རྗེའི་མེ་ཆར་སྤྲོས་པས།
38	prose	11	གཉིས་པ་ཆོས་སྐུའི་རྣམ་པའི་སྒོ་ནས་བསྟོད་པ་ནི།
39	prose	57	ཕྱག་འཚལ་ལོ་གང་ལ་ན་འབྲས་བུ་སྡུག་བསྔལ་མེད་པས་བདེ་མ་དང་རྒྱུ་མི་དགེ་བ་སྤངས་པས་དགེ་མ་
40	prose	39	དེའི་མཐུས་སྒྲོལ་མ་ཉིད་ཀྱིས་གསུངས་པའི་རིག་སྔགས༑ ཏཱ་རེ་ཏུཏྟཱ་རེ་ཏུ་རེ་ཞེས་པའི་མཇུག
41	prose	86	གསུམ་པ་འཕྲིན་ལས་ཀྱི་སྒོ་ནས་བསྟོད་པ་ལ་དྲུག ཞི་ཁྲོའི་སྔགས་ཀྱི་འཕྲིན་ལས་ཀྱི་སྒོ་ནས་
42	prose	29	ཕྱག་འཚལ་ལོ་གང་ལ་ན་ཆོས་ཀྱི་འཁོར་ལོ་ཀུན་ནས་བསྐོར་རབ་དགའ་བའི་གདུལ་བྱའི། །ཕྱི་ནང་གི་
43	prose	81	དེ་ཡང་སྒྲོལ་མ་ཞི་བ་་ཐུགས་ཀར་ཏཱཾ་ཡིག་གི་མཐར་ཡི་གེ་བཅུ་པའི་ངག་ནི་སྟེ་ཨོཾ་ཏཱ་རེ་ཏུཏ
44	prose	44	གཉིས་པ་ནི། ཕྱག་འཚལ་ལོ་གང་ལ་ན་ཏུ་རེའི་སྟེ་མྱུར་མའི་ཞབས་གཉིས་ནི་དྲག་ཏུ་བརྡབས་པས་སོ
45	prose	45	དེའི་ཞབས་བརྡབས་པས་ནི་རི་རབ་དང་རི་མནྡཱ་ར་དང་རི་ནག་པོ་འབིགས་བྱེད་སོགས། །འཇིག་རྟེན་
46	prose	39	གསུམ་པ་ནི། ཕྱག་འཚལ་ལོ་གང་ལ་ན་ལྷ་ཡི་མཚོ་ལྟར་དཀར་ཞིང་ཟླུམ་པ་ཡི་རྣམ་པའི། །ཟླ་བའི་དབ
47	prose	34	ཏཱ་ར་གཉིས་བརྗོད་ཀྱི་ཡི་གེ་བཅུ་པའི་སྔགས་ཀྱི་སྭཧཱ་ཡི་གནས་སུ་ཕཊ་ཀྱི་ཡི་གེ་བཏགས་པའི་
48	prose	39	བཞི་པ་ནི། ཕྱག་འཚལ་ལོ་གང་ལ་ན་འདོད་གཟུགས་ཀྱི་ལྷ་ཡི་ཚོགས་རྣམས་ཀྱི་རྒྱལ་པོ་བརྒྱ་བྱིན
49	prose	39	སྒོ་ཀུན་ནས་ལྷ་མོ་སྒྲོལ་མའི་སྐུ་སྒོམ་པ་དང་སྔགས་བཟླ་བའི་གོ་ཆ་བགོས་པ་ལ་ཤིན་ཏུ་དགའ་བ
50	prose	41	ལྔ་པ་ནི། ཕྱག་འཚལ་ལོ་གང་ལ་ན་ཉི་མ་རྒྱས་པ་ལྟ་བུའི་ཁྲོ་མོའི་སྤྱན་གཡས་གཡོན་གཉིས་དང་ཟླ
51	prose	35	ངག་ཏུ་གོང་དུ་བཤད་པ་ལྟར་ཁྲོ་མོའི་སྔགས་ཧ་ར་གཉིས་བརྗོད་དེ་དང་ཞི་བའི་ཏུཏྟཱ་ར་ཡིས། །ཤ
52	prose	39	དྲུག་པ་ནི། ཕྱག་འཚལ་ལོ་གང་ལ་ན་སྐུ་གསུང་ཐུགས་གསུམ་གྱི་དེ་ཉིད་གསུམ་ཏེ་ཨོཾ་ཨཱ་ཧཱུཾ་ར
53	prose	33	ནམ་གྲུ་སོགས་གདོན་བཅོ་བརྒྱད་དང་རོ་ལངས་ཀྱི་རྦོད་གཏོང་སོགས་ངན་སྔགས་དང་གནོད་སྦྱིན་གྱ
54	prose	6	གསུམ་པ་མཇུག་བསྡུ་བ་ནི།
55	prose	30	ཞི་ཁྲོའི་རྩ་བའི་སྔགས་ཀྱི་སྒོ་ནས་སྒྲོལ་མ་ཉེར་གཅིག་ལ་བསྟོད་པ་འདི་དང་། ཕྱག་འཚལ་བ་ལ་
56	prose	22	ཞེས་པ་འདི་ནི་དགེ་མིང་པ་དགེ་བཤེས་བློ་བཟང་ཟླ་བ་ནས་༢༠༠༨།༤།༥ཉིན་རྩོམ་སྒྲིག་བགྱིས་པ་ད
