index	kind	syllables	preview
14	prose	32	ལྔ་པ་ནི། ཕྱག་འཚལ༑ གང་ལ་ན། ཏུཏྟཱ་རེ་ཧཱུཾ་ཞེས་པའི་ཡི་གེས་འདོད་ཁམས་དང་། ཕྱོགས་ཏེ་གཟ
15	prose	35	འགྲོ་བ་རྒྱུད་ལྔ་ཁམས་གོང་མ་གཉིས་ཏེ་འཇིག་རྟེན་བདུན་པོ་ཞབས་ཀྱིས་མནན་ཏེ། རིག་སྔགས་ཀྱ
16	prose	30	དྲུག་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། བརྒྱ་བྱིན་དང་། མེ་ལྷ་དང་། ཚངས་པ་དང་། རླུང་ལྷ་དང་། སྣ
17	prose	36	ཚོགས་བདག་འབྱུང་པོ། དུར་ཁྲོད་ན་གནས་པའི་རོ་ལངས། ཟུར་ཕུད་ལྔ་སོགས་དྲི་ཟ་རྣམས་དང་། སྨ
18	prose	36	བདུན་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། ཞལ་ནས་ཏྲད་ཅེས་བྱ་བ་དང་། ཕཊ་ཅེས་བྱ་བ་ལ་སོགས་པའི་དྲག་པ
19	prose	30	གཡས་བསྐུམ་ཞིང་གཡོན་བརྐྱང་བའི་ཞབས་ཀྱིས་འཇིག་རྟེན་བདུན་པོ་མནན་ཏེ། མེ་དཔུང་འབར་ཞིང་
20	prose	21	བརྒྱད་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། ཏུ་རེ་ལ་སོགས་པའི་གསུང་གི་འཇིགས་པ་ཆེན་པོ་བརྒྱད་ལས་སྐ
21	prose	12	ལྷའི་བུ་སོགས་བདུད་ཀྱི་དཔའ་བོ་བཞི་རྣམ་པར་འཇོམས་མ།
22	prose	38	ཆུ་ལས་སྐྱེས་པའི་མེ་ཏོག་མཛེས་པའི་ཞལ་ནས་ཁྲོ་གཉེར་དང་ལྡན་པར་མཛད་ཅིང་། ཉོན་མོངས་ལ་སོ
23	prose	36	དགུ་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། ཕྱག་གཡོན་མཛུབ་གུང་མཐེའུ་ཆུང་གསུམ་དཀོན་མཆོག་གསུམ་མཚོན་
24	prose	48	གཅིག་མ་ལུས་པའི་ཕྱོགས་ཀྱི་འོད་ཟེར་ཐམས་ཅད་ཕྱག་གཡས་མཆོག་སྦྱིན་ཕྱག་རྒྱའི་མཐིལ་དུ་འཁོ
25	prose	49	བཅུ་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། འགྲོ་བ་ཀུན་གྱི་རེ་བ་བསྐང་བའི་རབ་ཏུ་དགའ་བ་འབྱུང་བར་བགྱ
26	prose	38	བཞད་པ་དང་རབ་ཏུ་བཞེད་པའི་སྔགས་ཏུཏྟཱ་ར་ལ་སོགས་པའི་སྒྲ་ཡིས། གཞན་འཕྲུལ་དབང་བྱེད་ཀྱི་
27	prose	31	བཅུ་གཅིག་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། ཕྱོགས་སྐྱོང་བཅུ་སོགས་ས་གཞི་སྐྱོང་བའི་ཚོགས་རྣམས་མ
28	prose	44	ཞལ་ཁྲོ་གཉེར་གཡོ་བའི་ཐུགས་ཀར་ཡི་གེ་ཧཱུྃ་གིས་མཚན་པའི་འོད་ཀྱིས་འཇིགས་ཤིང་ཕོངས་པར་གྱ
29	prose	33	བཅུ་གཉིས་པ་ནི། ཕྱག་འཚལ། གང་ལ་ནི། ཟླ་བའི་དུམ་བུ་སྟེ་ཕྱེད་པའི་དབུ་ལ་བརྒྱན་ཅིང་། བར
30	prose	32	རལ་པའི་ཁྲོད་ན་རིགས་བདག་འོད་དཔག་མེད་བཞུགས་པ་ལས། སེམས་ཅན་གྱི་དོན་དུ་རྟག་པར་ཤིན་ཏུ་
31	prose	29	བཅུ་གསུམ་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། བསྐལ་པ་ཐ་མ་སྟེ་འཇིག་པའི་དུས་ཀྱི་མེ་ལྟར་རབ་ཏུ་འབར
32	prose	33	གཡས་བརྐྱང་གཡོན་བསྐུམ་པའི་སྟབས་ཀྱིས་འོད་ཀྱི་ཕྲེང་བས་བསྐོར་བའི་བདེ་བ་སྦྱིན་པའི་དགའ
33	prose	27	བཅུ་བཞི་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། ས་གཞི་ངོས་ལ་སྡིགས་མཛུབ་དང་བཅས་པའི་ཕྱག་གི་མཐིལ་གྱི
34	prose	40	ཁྲོ་གཉེར་ཅན་དུ་མཛད་ཅིང་། གཡས་ཀྱི་ཕྱག་མཐིལ་ན་ཡི་གེ་ཧཱུྃ་གི་འོད་འཕྲོ་བས་ས་རིམ་པ་བད
35	prose	45	བཅོ་ལྔ་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། ཟག་མེད་ཀྱི་རང་བཞིན་བདེ་མ། ཉོན་མོངས་སྤང་བའི་དགེ་མ། 
36	prose	32	སྭཱ་ཧཱ་དང་ཨོཾ་ཞེས་པ་དང་ཡང་དག་པར་ལྡན་པའི་སྔགས་ཀྱིས་སྡིག་པ་དང་སྒྲིབ་པ་ཆེན་པོ་ཐམས་ཅ
37	prose	43	བཅུ་དྲུག་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། ཐུགས་ཀར་འཁོར་ལོའི་ལྟེ་བར་ཨོཾ་དང་རྩིབས་རྣམས་ལ་སྔག
38	prose	54	ཨོཾ་ཏཱ་རེ་ཏུཏྟཱ་རེ་ཏུ་རེ་སྭཱ་ཧཱ། ཞེས་པའི་ཡི་གེ་བཅུ་པོའི་ངག་ནི་འཁོར་ལོའི་རྣམ་པར་བ
39	prose	28	བཅུ་བདུན་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། ཏུ་རེ་ནི་མྱུར་མ་སྟེ་སྒྲོལ་མའི་ཞབས་ས་ལ་བརྡབ་པས། ཧ
40	prose	40	དེས་སྟོང་གསུམ་གྱི་ཕྱི་རོལ་ན་གནས་རི་རབ་མནྡ་ར་ཞེས་པ་དང་རི་རབ་འབིག་བྱེད་ལ་སོགས་པ་སྟ
41	prose	42	བཅོ་བརྒྱད་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། དྭངས་ཤིང་བསིལ་བ་སོགས་ཡོན་ཏན་ཁྱད་པར་ཅན་དང་ལྡན་པའ
42	prose	27	ཏཱ་ར་གཉིས་བརྗོད་པའི་མཐར་ཕཊ་ཀྱི་ཡི་གེས་སེམས་ཅན་གང་ཞིག་བརྟན་གཡོའི་དུག་རྣམས་མ་ལུས་པ
43	prose	34	བཅུ་དགུ་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། ལྷ་ཡི་ཚོགས་རྣམས་ཀྱི་རྒྱལ་པོ་ཚངས་པ་དང་། བརྒྱ་བྱིན་
44	prose	31	ཀུན་ནས་ལྷ་ཡི་རྣམ་པ་དང་སྔགས་ཀྱི་གོ་ཆ་དགའ་བའི་སྟེ་གཟི་བརྗིད་ཀྱིས་རྩོད་པ་དང་རྨི་ལམ་
45	prose	29	ཉི་ཤུ་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། ཉི་མ་དང་ཟླ་བ་རབ་ཏུ་རྒྱས་པ་ལྟ་བུས་སྤྱན་གཉིས་པོ་ལས་འོ
46	prose	28	ཧཱ་ར་གཉིས་བརྗོད་པའི་ཏུཏྟཱ་རེ་སྟེ་རིག་སྔགས་ཀྱི་ཡི་གེ་ཤིན་ཏུ་དྲག་པོས་རིམས་ནད་ཐམས་ཅ
47	prose	34	ཉེར་གཅིག་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། གནས་གསུམ་དེ་ཉིད་གསུམ་སྟེ་འབྲུ་གསུམ་གྱི་ཡི་གེ་རྣམ
48	prose	38	གདོན་དང་རོ་ལངས་དང་གནོད་སྦྱིན་གྱི་ཚོགས་དང་འཇིགས་པ་དང་གནོད་པ་རྣམས་འཇོམས་པ་ལ། ཏུ་རེ
49	prose	36	རྩ་བའི་སྔགས་ཏེ་སྔར་བསྟན་པའི་ཞི་ཁྲོའི་སྔགས་ཀྱིས་བརྒྱན་པའི་བསྟོད་པ་འདི་དང་། ཕྱག་འཚ
50	prose	328	གཉིས་པ་ཕན་ཡོན་ནི། ལྷ་མོ་སྒྲོལ་མ་ལ་གུས་པ་ཡང་དག་པ་དང་ལྡན་པའི་བློ་དང་ལྡན་པས་གང་ཟག་ག
