index	kind	syllables	preview
48	prose	20	བཞི་པ་རྗེ་བཙུན་མས་མི་མཐུན་པའི་ཕྱོགས་ཐམས་ཅད་གནོན་པའི་སྒོ་ནས་བསྟོད་པར་མཛད་པ་ནི།
49	prose	7	ཕྱག་འཚལ་ཏུཏྟཱ་ར་ཧཱུཾ་ཡི་གེས། །
50	prose	8	འདོད་དང་ཕྱོགས་དང་ནམ་མཁའ་གང་མ། །
51	prose	15	འཇིག་རྟེན་བདུན་པོ་ཞབས་ཀྱིས་མནན་ཏེ། ལུས་པ་མེད་པར་འགུགས་པར་ནུས་མ། །
52	prose	3	ཞེས་པ་སྟེ།
53	prose	48	ཕྱག་འཚལ་ཏུཏྟ་ར་ནི་ཐོག་མའི་གསལ་བྱེད་དུ་བསྟན་ཅིང་། འདོད་ཁམས། གཟུགས་ཁམས་གནས་རིས་བཅུ
54	prose	66	འཇིག་རྟེན་བདུན་པོ་ནི། འདོད་ཁམས་ལ་ངན་སོང་གསུམ། ལྷ་དང་མི་ཡི་གནས་ཏེ་གནས་རིས་ལྔ་དང་།
55	prose	45	འཁོར་བའི་སེམས་ཅན་ཐམས་ཅད་ངན་སོང་དུ་ལུས་པ་མེད་པར། མཐོ་རིས་དང་ཐར་པའི་ལམ་ལ་འགུགས་པར་
56	prose	20	ལྔ་པ་འཇིག་རྟེན་སྐྱོང་བ་ཆེན་པོ་རྣམས་ཀྱིས་གུས་པའི་སྒོ་ནས་ཕྱག་འཚལ་བར་བསྟན་པ་ནི།
57	prose	15	ཕྱག་འཚལ་བརྒྱ་བྱིན་མེ་ལྷ་ཚངས་པ། རླུང་ལྷ་སྣ་ཚོགས་དབང་ཕྱུག་མཆོད་མ། །
58	prose	9	འབྱུང་པོ་རོ་ལངས་དྲི་ཟ་རྣམས་དང་། །
59	prose	8	གནོད་སྦྱིན་ཚོགས་ཀྱིས་མདུན་ནས་བསྟོད་མ། །
60	prose	3	ཞེས་པ་སྟེ།
61	prose	66	ལྷ་ཡི་དབང་པོ་བརྒྱ་བྱིན། སྟོང་གསུམ་གྱི་བདག་པོ་ཚངས་པ།ཡང་ན་ཤར་ཕྱོགས་སྐྱོང་བའི་བརྒྱ་
62	prose	56	འཇིགས་སྐྲག་སྡུག་བསྔལ་གྱིས་དུས་རྟག་ཏུ་མནར་བའི་མཁའ་ལ་རྒྱུ་བའི་ཡི་དྭགས་ཀྱི་རིགས་སུ་
63	prose	41	རྫུ་འཕྲུལ་དང་རྟོབས་རྩལ་ལྡན་པའི་གནོད་སྦྱིན་ཀྱི་ཚོགས་རྣམས་ཀྱིས་ཀྱང་། རྗེ་བཙུན་མ་ལ་
64	prose	13	དྲུག་པ་ཕ་རོལ་གནོན་པའི་སྒོ་ནས་བསྟོད་པར་མཛད་པ་ནི།
65	prose	15	ཕྱག་འཚལ་ཏྲཌ་ཅེས་བྱ་དང་ཕཊ་ཀྱིས། ཕ་རོལ་འཁྲུལ་འཁོར་རབ་ཏུ་འཇོམས་མ། །
66	prose	8	གཡས་བསྐུམ་གཡོན་བརྐྱང་ཞབས་ཀྱིས་མནན་ཏེ། །
67	prose	8	མེ་འབར་འཁྲུགས་པ་ཤིན་ཏུ་འབར་མ། །
68	prose	3	ཞེས་པ་སྟེ།
69	prose	33	ཕ་རོལ་གྱི་ནད་དང་གནོད་པ་སོགས་འཇིགས་པའི་ཕྱོགས་སུ་གྱུར་པའི་ནག་ཕྱོགས་བདུད་ཀྱི་འཁྲུལ་
70	prose	62	གཡས་བསྐུམས་གཡོན་བརྐྱངས་བ་ལ་ནག་ཕྱོགས་བདུད་ཀྱི་ཕྱོགས་སུ་གྱུར་པ་ཐམས་ཅད་ཞབས་ཀྱིས་མནན
71	prose	37	དེའི་རྗེས་སུ་ཁྲོ་མོའི་ཚུལ་ལ་ཕྱག་འཚལ་བ་བདུན་གྱི་སྒོ་ནས་བསྟོད་པ་ལས། དང་པོ་ཁྲོས་པའི
72	prose	8	ཕྱག་འཚལ་ཏུ་རེ་འཇིགས་པ་ཆེན་མོས། །
73	prose	8	བདུད་ཀྱི་དཔའ་བོ་རྣམ་པར་འཇོམས་མ། །
74	prose	8	ཆུ་སྐྱེས་ཞལ་ནི་ཁྲོ་གཉེར་ལྡན་མཛད། །
75	prose	8	དགྲ་བོ་ཐམས་ཅད་མ་ལུས་གསོད་མ། །
76	prose	3	ཞེས་པ་སྟེ།
77	prose	15	ཕྱག་འཚལ་ཏུ་རེ་ཞེས་པ་ནི་རྗེ་བཙུན་གྱི་མཚན་བསྟན་པ་ཡིན་ལ།
78	prose	75	མཚན་ཐོས་པ་ཙམ་གྱིས་བདུད་ཀྱི་དཔུང་སྟེ། སྤྱིར་སྐྱེ་འགྲོ་ཡོངས་ལ་འཚེ་བར་བྱེད་པའི་བདུད
79	prose	62	དེ་ལྟ་བུའི་བདུད་ཀྱི་དཔུང་དེ་དག་འཇོམས་པར་མཛད་མ་ཡང་། རྗེ་བཙུན་མ་ཆུ་སྐྱེས་ཀྱི་ཞལ་དེ
80	prose	14	གཉིས་པ་གཡས་གཡོན་ཕྱག་མཚན་གྱི་སྒོ་ནས་བསྟོད་པར་མཛད་པ་ནི།
81	prose	8	ཕྱག་འཚལ་དཀོན་མཆོག་གསུམ་མཚོན་ཕྱག་རྒྱའི། །
82	prose	8	སོར་མོས་ཐུགས་ཀར་རྣམ་པར་བརྒྱན་མ། །
83	prose	8	མ་ལུས་ཕྱོགས་ཀྱི་འཁོར་ལོས་བརྒྱན་པའི། །
84	prose	8	རང་གི་འོད་ཀྱི་ཚོགས་རྣམས་འཁྲུགས་མ། །
85	prose	3	ཞེས་པ་སྟེ།
86	prose	48	ཕྱག་གཡོན་པ་ཐུགས་ཀར་མཐེབ་སྲིན་སྦྱར་ཅིང་། མཛུབ་མོ་དང་དགུང་མོ། མཐེའུ་ཆུང་གསུམ་སྒྲེང
87	prose	88	ཕྱག་གཡས་པས་མ་ལུས་པའི་སེམས་ཅན་ལ་མཆོག་ཐུན་གྱི་དངོས་གྲུབ་སྟེར་བར་མཚོན་པའི་མཆོག་སྦྱི
88	prose	14	གསུམ་པ་དབུ་རྒྱན་དང་བཞད་པའི་སྒོ་ནས་བསྟོད་པར་མཛད་པ་ནི།
89	prose	8	ཕྱག་འཚལ་རབ་ཏུ་དགའ་བ་བརྗིད་པའི། །
90	prose	8	དབུ་རྒྱན་འོད་ཀྱི་ཕྲེང་བ་སྤེལ་མ། །
91	prose	7	བཞད་པ་རབ་བཞད་ཏུཏྟཱ་ར་ཡིས། །
92	prose	8	བདུད་དང་འཇིག་རྟེན་དབང་དུ་མཛད་མ། །
93	prose	3	ཞེས་པ་སྟེ།
94	prose	80	རྗེ་བཙུན་མ་དེ་ཉིད་ཀྱིས་སེམས་ཅན་ལ་ཕན་བདེ་མ་ལུས་པ་སྟེར་བར་མཛད་པ་ལ་རབ་ཏུ་དགའ་བ་དང་ལ
95	prose	50	བཞད་པའི་སྒོ་ནས་བསྟོད་པ་ནི།བཞད་པ་དང་རྣམ་པར་བཞད་པ་ལ་སོགས་པའི་སྒོ་ནས། བདུད་དང་དགྲ་བ
96	prose	16	བཞི་པ་ཕྱོགས་སྐྱོང་བཅུས་ཕྲིན་ལས་བསྒྲུབ་པའི་སྒོ་ནས་བསྟོད་པར་མཛད་པ་ནི།
97	prose	8	ཕྱག་འཚལ་ས་གཞི་སྐྱོང་བའི་ཚོགས་རྣམས། །
98	prose	8	ཐམས་ཅད་འགུགས་པར་ནུས་པ་ཉིད་མ། །
99	prose	8	ཁྲོ་གཉེར་གཡོ་བའི་ཡི་གེ་ཧཱུཾ་གིས། །
100	prose	8	ཕོངས་པ་ཐམས་ཅད་རྣམ་པར་སྒྲོལ་མ། །
101	prose	3	ཞེས་པ་སྟེ།
102	prose	76	ས་གཞི་སྐྱོང་བ་ནི་ཕྱོགས་སྐྱོང་བཅུ་པོ་སྟེ་སྟེང་དུ་ཚངས་པ། ཤར་དུ་བརྒྱ་བྱིན། ཤར་ལྷོར་
103	prose	94	དེ་ལྟར་བཀའ་བསྒོས་པའི་དམ་ལ་མི་གནས་པའི་འབྱུང་པོ་སྟོབས་ཆེ་བའི་ཚོགས་ལ།རྗེ་བཙུན་མ་དྲག
104	prose	15	ལྔ་པ་རིགས་བདག་གིས་དབུ་བརྒྱན་པའི་སྒོ་ནས་བསྟོད་པར་མཛད་པ་ནི།
105	prose	8	ཕྱག་འཚལ་ཟླ་བའི་དུམ་བུས་དབུ་བརྒྱན། །
106	prose	8	བརྒྱན་པ་ཐམས་ཅད་ཤིན་ཏུ་འབར་མ། །
107	prose	8	རལ་པའི་ཁྲོད་ན་འོད་དཔག་མེད་ལས། །
108	prose	8	རྟག་པར་ཤིན་ཏུ་འོད་རབ་མཛད་མ། །
109	prose	3	ཞེས་པ་སྟེ།
110	prose	60	ཟླ་བའི་དུམ་བུ་ནི་ཟླ་བ་ཆུ་ཤེལ་གྱི་གོང་བུའམ་དུམ་བུས་གཙུག་ཏོར་གྱི་རྩེ་ལ་བརྒྱན་ཅིང་།
111	prose	43	དབུ་སྐྲ་རལ་པའི་ཁྲོད་ན་མགོན་པོ་འོད་དཔག་མེད་ཀྱིས་བརྒྱན་ཅིང་།དེ་ལས་རྟག་པར་འོད་ཟེར་ཤ
112	prose	19	དྲུག་པ་རྗེ་བཙུན་མ་དེ་ཉིད་ཁྲོ་མོར་བཞུགས་ཚུལ་གྱི་སྒོ་ནས་བསྟོད་པར་མཛད་པ་ནི།
113	prose	8	ཕྱག་འཚལ་བསྐལ་པ་མཐའ་མའི་མེ་ལྟར། །
114	prose	22	འབར་བའི་ཕྲེང་བའི་དབུས་ན་གནས་མ། གཡས་བརྐྱང་གཡོན་བསྐུམ་ཀུན་ནས་བསྐོར་དགའ། དགྲ་ཡི་དཔུ
115	prose	3	ཞེས་པ་སྟེ།
116	prose	31	དེ་ཡང་རྗེ་བཙུན་མ་དེ་ཉིད་བསྐལ་པ་མཐའ་མའི་མེ་དཔུང་རབ་ཏུ་འབར་ཞིང་། མེའི་ཚ་ཚའི་ཕྲེང་བ
117	prose	59	ཞབས་གཡས་བརྐྱང་གཡོན་བསྐུམ་གྱིས་བཞུགས་པའི་རྗེ་བཙུན་མ་ལ་དུས་ཀུན་ཏུ་བསྐོར་ཞིང་རབ་ཏུ་
118	prose	18	བདུན་པ་ཐུགས་ཀའི་ཧཱུཾ་ཡིག་ལས་འོད་ཟེར་འཕྲོ་བའི་སྒོ་ནས་བསྟོད་པར་མཛད་པ་ནི།
119	prose	15	ཕྱག་འཚལ་ས་གཞིའི་ངོས་ལ་ཕྱག་གི ། མཐིལ་གྱིས་བསྣུན་ཅིང་ཞབས་ཀྱིས་བརྡུང་མ། །
120	prose	8	ཁྲོ་གཉེར་སྤྱན་མཛད་ཡི་གེ་ཧཱུཾ་གིས། །
121	prose	8	རིམ་པ་བདུན་པོ་རྣམས་ནི་འགེམས་མ། །
122	prose	3	ཞེས་པ་སྟེ།
123	prose	32	འཇིག་རྟེན་གྱི་ཁམས་ས་ཆེན་པོའི་གཞི་འདི་ཉིད་ཀྱི་ངོས་ལ་ཕྱག་གཉིས་ཀྱི་མཐིལ་གྱིས་མནན་ཅི
124	prose	39	ཞལ་དྲག་པོའི་ཁྲོ་གཉེར་དང་ལྡན་ཅིང་།སྤྱན་གཉིས་རབ་ཏུ་འཁྲུགས་པའི་འོད་ཟེར་གྱིས་ཕྱོགས་ཐ
125	prose	64	ངན་སོང་གསུམ་དང་། མཐོ་རིས་གསུམ་དང་།འདོད་གཟུགས་གཅིག་ཏུ་བསྡོམས་པའི་རིམ་པ་བདུན་པོའི་
126	prose	14	དེའི་རྗེས་སུ་ཆོས་སྐུའི་རྣམ་པའི་སྒོ་ནས་བསྟོད་པར་མཛད་པ་ནི།
127	prose	8	ཕྱག་འཚལ་བདེ་མ་དགེ་མ་ཞི་མ། །
128	prose	8	མྱ་ངན་འདས་ཞི་སྤྱོད་ཡུལ་ཉིད་མ། །
129	prose	8	སྭཱ་ཧཱ་ཨོཾ་དང་ཡང་དག་ལྡན་པས། །
130	prose	8	སྡིག་པ་ཆེན་པོ་འཇོམས་པ་ཉིད་མ། །
131	prose	3	ཞེས་པ་སྟེ།
132	prose	72	མཐོང་སྤང་གི་སྤང་བྱ་ཐམས་ཅད་སྤངས་ཟིན་པའི་ཕྱིར་ན་སྡུག་བསྔལ་དང་བྲལ་ནས་བདེ་བ་ཕུན་ཚོགས
133	prose	55	སྒྲིབ་པ་གསུམ་གྱི་དྲི་མ་ཐམས་ཅད་དང་བྲལ་བ་ནི་མྱ་ངན་ལས་འདས་པའི་སྤྱོད་པའི་ཡུལ་དང་ལྡན་
134	prose	60	མཇུག་ཏུ་སྭཱ་ཧཱ་དང་ཐོག་མར་ཨོཾ་གྱིས་བརྒྱན་པའི་རྗེ་བཙུན་མའི་རིག་སྔགས་ཀྱི་ཡི་གེ་བཅུ་
135	prose	79	དེའི་རྗེས་སུ་བདག་དང་སེམས་ཅན་ཐམས་ཅད་ཀྱི་སྡིག་པ་ཆེན་པོ་མི་དགེ་བ་བཅུ་དང་། མཚམས་མེད་
136	prose	36	དེའི་རྗེས་སུ་ཕྲིན་ལས་ཀྱི་སྒོ་ནས་བསྟོད་པ་ལའང་ཕྱག་འཚལ་བ་རྣམ་པ་དྲུག་ཡོད་པ་ལས།དང་པོ་
137	prose	8	ཕྱག་འཚལ་ཀུན་ནས་བསྐོར་རབ་དགའ་བའི། །
138	prose	15	དགྲ་ཡི་ལུས་ནི་རབ་ཏུ་འགེམས་མ། ཡི་གེ་བཅུ་པའི་ངག་ནི་བཀོད་པའི། །
139	prose	8	རིག་པ་ཧཱུཾ་ལས་སྒྲོལ་མ་ཉིད་མ། །
140	prose	3	ཞེས་པ་སྟེ།
141	prose	74	དེ་ལ་ཞི་དྲག་གཉིས་ལས་ཞི་བའི་སྔགས་ནི་ཡི་གེ་བཅུ་པ་དང་། དྲག་པོའི་ཚུལ་དུ་སྒྲུབ་པའི་སྔ
142	prose	49	གང་ཟག་དེ་དག་ལ་གནོད་ཅིང་འཚེ་བར་བྱེད་པའི་དགྲ་ཡི་དཔུང་ཚོགས་རྣམས་ཞི་བ་དང་ཁྲོ་བོའི་སྔ
143	prose	18	གཉིས་པ་ཁྲོ་མོའི་བཞུགས་ཚུལ་གྱིས་ཁམས་གསུམ་གནོན་པའི་སྒོ་ནས་བསྟོད་པར་མཛད་པ་ནི།
144	prose	15	ཕྱག་འཚལ་ཏུ་རེའི་ཞབས་ནི་བརྡབས་པས། ཧཱུཾ་གི་རྣམ་པའི་ས་བོན་ཉིད་མ། །
145	prose	7	རི་རབ་མནྡ་ར་དང་འབིགས་བྱེད། །
146	prose	8	འཇིག་རྟེན་གསུམ་རྣམས་གཡོ་བ་ཉིད་མ། །
147	prose	3	ཞེས་པ་སྟེ།
148	prose	42	དེ་ཡང་རྗེ་བཙུན་མ་དེ་ཉིད་ཤིན་ཏུ་ཁྲོས་པའི་དབང་གིས་ཞབས་ས་ལ་བརྡབས་པ་ལ་བརྟེན་ནས། ཐུགས
149	prose	48	རི་རབ་མནྡ་ར་ཡང་རབ་ཏུ་གཡོ་ཞིང་འབིགས་པར་བྱེད་པ་དང་། ས་བླ་ལྷའི་འཇིག་རྟེན། ས་སྟེང་མི
150	prose	18	གསུམ་པ་བརྟན་གཡོའི་དུག་ཐམས་ཅད་སེལ་བར་མཛད་པའི་སྒོ་ནས་བསྟོད་པར་མཛད་པ་ནི།
151	prose	8	ཕྱག་འཚལ་ལྷ་ཡི་མཚོ་ཡི་རྣམ་པའི། །
152	prose	15	རི་དྭགས་རྟགས་ཅན་ཕྱག་ན་བསྣམས་མ། ཏཱ་ར་གཉིས་བརྗོད་ཕཊ་ཀྱི་ཡི་གེས། །
153	prose	8	དུག་རྣམས་མ་ལུས་པར་ནི་སེལ་མ། །
154	prose	3	ཞེས་པ་སྟེ།
155	prose	50	དེ་ལ་ཡང་ཟླ་བའི་དཀྱིལ་འཁོར་ཉ་གང་བ་ནི། ལྷ་རྣམས་ཀྱི་ཡིད་དུ་འོང་བ་བདུད་རྩིའི་མཚོའི་ར
156	prose	89	ཞལ་ནས་ཏཱ་ར་གཉིས་སུ་བརྗོད་པའི་སྔགས་ཀྱི་སྒྲ་ལས་འོད་ཟེར་བདུད་རྩིའི་ཟེགས་མ་ལྟ་བུ་དང་
157	prose	18	བཞི་པ་རྩོད་པ་དང་རྨི་ལམ་ངན་པ་སེལ་བའི་སྒོ་ནས་བསྟོད་པར་མཛད་པ་ནི།
158	prose	8	ཕྱག་འཚལ་ལྷ་ཡི་ཚོགས་རྣམས་རྒྱལ་པོ། །
159	prose	8	ལྷ་དང་མི་འམ་ཅི་ཡིས་བསྟེན་མ། །
160	prose	8	ཀུན་ནས་གོ་ཆ་དགའ་བའི་བརྗིད་ཀྱིས། །
161	prose	8	རྩོད་དང་རྨི་ལམ་ངན་པ་སེལ་མ། །
162	prose	3	ཞེས་པ་སྟེ།
163	prose	31	འཇིག་རྟེན་ན་སྟོབས་ཆེ་བའི་ཕྱོགས་སྐྱོང་ཆེན་པོ་རྣམས་ཏེ། ལྷ་ཡི་ཚོགས་རྣམས་ཀྱི་རྒྱལ་པོ
164	prose	56	བསྟེན་པ་པོ་དེ་དག་དུས་ཀུན་ཏུ་ལྟས་ངན་པ་ཐམས་ཅད་མི་འབྱུང་བར་སྲུང་བའི་གོ་ཆའམ་སྐྱོབ་པར
165	prose	13	ལྔ་པ་རིམས་ནད་སེལ་བའི་སྒོ་ནས་བསྟོད་པར་མཛད་པ་ནི།
166	prose	8	ཕྱག་འཚལ་ཉི་མ་ཟླ་བ་རྒྱས་པའི། །
167	prose	8	སྤྱན་གཉིས་པོ་ལ་འོད་རབ་གསལ་མ། །
168	prose	14	ཧ་ར་གཉིས་བརྗོད་ཏུཏྟ་ར་ཡིས། ཤིན་ཏུ་དྲག་པོའི་རིམས་ནད་སེལ་མ། །
169	prose	3	ཞེས་པ་སྟེ།
170	prose	32	རྗེ་བཙུན་མ་དེ་ཉིད་ཁྲོས་པའི་རྣམ་པ་དང་ལྡན་པའི་སྤྱན་གཉིས་པོ་ཉི་མ་དང་ཟླ་བ་ལྟ་བུ་ལས་འ
171	prose	64	ཧ་ར་གཉིས་སུ་བརྗོད་པ་དྲག་པོའི་སྔགས་སྒྲ་རབ་ཏུ་སྒྲོགས་པ་དེ་ལས་སྔགས་ཀྱི་ཟེར་མེ་ཡི་ཚ་
172	prose	13	དྲུག་པ་གདོན་དང་རོ་ལངས་འཇོམས་པའི་ཕྲིན་ལས་བསྟན་པ་ནི།
173	prose	8	ཕྱག་འཚལ་དེ་ཉིད་གསུམ་རྣམས་བཀོད་པས། །
174	prose	8	ཞི་བའི་མཐུ་དང་ཡང་དག་ལྡན་མ། །
175	prose	8	གདོན་དང་རོ་ལངས་གནོད་སྦྱིན་ཚོགས་རྣམས། །
176	prose	8	འཇོམས་པ་ཏུ་རེའི་རབ་མཆོག་ཉིད་མ། །
177	prose	3	ཞེས་པ་སྟེ།
178	prose	84	སྐུའི་དེ་ཉིད་ཡི་གེ་ཨོཾ་དཀར་པོ། གསུང་གི་དེ་ཉིད་ཡི་གེ་ཨཱ༔དམར་པོ། ཐུགས་ཀྱི་དེ་ཉིད་ཡ
179	prose	47	གདུལ་བྱ་དེ་དག་ལ་གདོན་དང་རོ་ལངས་གནོད་སྦྱིན་གྱི་ཚོགས་རྣམས་ཀྱི་གནོད་པ་ཇི་སྙེད་པ་ཐམས
180	prose	25	དེ་ལྟར་ཕྱག་འཚལ་ཉེར་གཅིག་གི་སྒོ་ནས་བསྟོད་པར་མཛད་ནས།གོང་དུ་བཤད་པའི་ཕྱག་འཚལ་ཉེར་གཅི
181	prose	9	རྩ་བའི་སྔགས་ཀྱིས་བསྟོད་པ་འདི་དང་། །
182	prose	10	ཕྱག་འཚལ་བ་ནི་ཉི་ཤུ་རྩ་གཅིག ། ཞེས་པ་སྟེ།
183	prose	26	རྩ་བའི་སྔགས་ཀྱིས་བསྟོད་པ་ནི། སྤང་བློ་གྲོས་བརྟན་པས་བསྒྱུར་བར་མཛད་པའི་ཡི་གེ་བཅུ་པའ
