index	kind	syllables	preview
38	prose	45	ཞལ་ཁྲོ་གཉེར་ཅན་། ཁྲོ་མོའི་རྣམ་བང་མཛད་པས་ཕྱག་གལ་པ་ཀྱི་མཐིལ་ན་ཡི་གེ་ཧཱུཾ་གི་འོད་འཕ
39	prose	55	བཅོ་ལྔ་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། ཟག་བ་མེད་པའི་བདེ་བའི་རང་གཞན་ཅན་ཡིན་བས་བདེ་མ། ཉོན་མ
40	prose	31	སཱ་ཧཱ་མགེས་བདང་པོ་བདག་ལྡན་པའི་སྔགས་ཀྱི་ཡི་གེས་གཞན་རྒྱུད་ཀྱི་སྡིག་པ་དང་སྒྲིབ་པ་ཆེ
41	prose	44	བཅུ་དྲུག་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། ཐུགས་ཀར་འཁོར་ལོའི་ལྟེ་བར་ཏཾ་ཡིག་དང་རྩི་བས་རྣམས་ལ
42	prose	69	ཨོཾ་ཏཱ་རེ་ཏུ་ཏཱ་རེ་ཏུརེ་སྦཱ་ཧཱ་ཞེས་པའི་ཡི་གི་བཅུ་པའི་སྔགས་ནི་ཞི་བའི་སྔགས་ཏེ། ཐུག
43	prose	28	བཅུ་བདུན་པ་ནི། ཕྱག་འཚལ། གངལ་ན། ཏུ་རེ་ནི་མྱུར་མ་སྟེ་སྒྲོལ་མའི་ཞབས་ཀྱིས་བརྡབས་པས་ཡ
44	prose	35	སྟོང་གསུམ་གྱི་ཕྱི་རོལ་ན་གནས་པའི་རི་རབ་མན་དྷ་ར་ཞེས་པ་ཡང་འཕགས་པར་བྱེད་ཅིང་འཇིག་རྟེ
45	prose	27	བཅོ་བརྒྱད་པ་ནི། ཕྱག་འཚལ། གང་ལ་ན། ལྷའི་ཡུལ་གྱི་བདུད་རྩའི་མཆོའི་རྣམ་པའི་རི་དྭགས་རྟ
46	prose	41	ཏཱ་ར་གཉིས་བརྗོད་ཕཊ་ཀྱི་ཡི་གེས་ཏ་ཨོཾ་ཏཱ་རེ་ཏུདྷཱ་རེ་ཏུ་རེ་སྦཱ་ཧཱ། ཏཱ་རེ་པའོ།། དེ་
47	prose	33	བཅུ་དགུ་པ། ཕྱག་འཚལ། གང་ལ་ན། ལྷའི་ཚོགས་རྣམས་ཀྱི་རྒྱལ་པོ་ཚངས་དང་བརྒྱ་བྱན་སོགས་དང་།
48	prose	24	ཀུན་ནས་སཱུ་ལྷའི་རྣམ་པ་དང་སྔགས་དགའ་བར་ཏེ་མཆོག་ཏུ་པ་དང་རྨི་ལམ་ངན་པ་ཐམས་ཅད་སྒྲོལ་མ་
49	prose	28	ཕྱག་འཚལ། གང་ལ་ན། ཉི་མ་དང་ཟླ་བ་རྒྱས་པས་སྤྱན་གཡས་གཡོན་གཉིས་པོ་ལ་མཚོན་ཞིང་དེ་བས་འོད
50	prose	29	ཧ་ར་གཉིས་བརྗོད་ཏུ་ཏཱ་ར་ཡིས་ཏེ་ཨོཾ་ཏཱ་རེ་། དེ་འདྲ་བའི་རིགས་སྔགས་ཀྱིས་ཤིན་ཏུ་དྲག་པ
51	prose	43	ཉེར་གཅིག་ནི། ཕྱག་འཚལ། གང་ལ་ན། གསུང་ཐུགས་ཀྱི་གནམ་གསུམ་དུ་དེ་ཉིད་གསུམ་སྟེ་ཨོཾ་ཨཱ་ས
52	prose	45	འབྱུང་པོ་ལ་སོགས་པའི་གདོན་དང་རོ་ལངས་དང་གནོད་སྦྱིན་ལ་སོགས་པའི་ཚོགས་རྣམས་དང་གནོད་པ་
53	prose	18	རྩ་བའི་སྔགས་ཀྱི་ཞེས་སོགས་གཉིས་ནི་བསྟོད་པ་དང་ཕྱག་འཚལ་མཐར་ཕྱིན་པའི་ཚིག་གོ།
54	prose	565	རྩ་བའི་སྔགས་ནི་སྔརཞི་ཁྲོའི་སྔགས་བསྟན་པ་རྣམས་ལ་རྗེ་བཙུན་གྲགས་རྒྱལ་འཆད་ཅིང་། ཁ་ཅིག
