index	kind	syllables	preview
40	prose	12	ལྔ་བ་འཇིག་རྟེན་གསུམ་འདུལ་བའི་སྒོ་ནས་བསྟོད་པ་ནི།
41	prose	45	ཕྱག་འཚལ་བའི་ཡུལ་ཏུཏྟཱ་རེ་ཧཱུཾ་ཞེས་པའི་རིག་སྔགས་ཀྱི་སྒྲ་དང་ཡི་གེའི་འོད་ཟེར་གྱིས་འ
42	prose	36	སྣོད་ཀྱི་འཇིག་རྟེན་འགུག་ཚུལ་དང་། རིགས་དྲུག་བར་དོ་དང་བཅས་པའི་འཇིག་རྟེན་བདུན་པོ་ཞབ
43	prose	36	གྲུབ་ཆེན་གྱི་གཞུང་དུ། འཇིག་རྟེན་གསུམ་པོ་ཞབས་ཀྱིས་མནན་ཏེ་ཞེས་དྲངས་འདུག་པ་ནི། གསུམ
44	prose	9	གྲུབ་ཆེན་གྱིས། མཐུ་ཆེན་སྔགས་ཀྱི་ཧཱུཾ་སྒྲ་ཡིས། །
45	prose	7	ཁམས་གསུམ་རྒྱས་འགེངས་སྲིད་གསུམ་གནོན། །
46	prose	7	ཀུན་བདག་བཀུག་ནས་དབང་སྡུད་མ། །
47	prose	7	དབང་བསྒྱུར་ཆེ་ཉིད་རྣམ་པར་བསྒོམ། །
48	prose	27	ཞེས་གསུངས་པའི་སྲིད་གསུམ་གནོན་ཞེས་པ། འདིའི་ཐད་ཀྱི་འགྲེལ་བ་ཡིན་པས་རྒྱུད་ཀྱི་རྒྱ་དཔ
49	prose	17	དྲུག་པ་འཇིག་རྟེན་པའི་མཐུ་བོ་ཆེ་རྣམས་ཀྱིས་མཆོད་པའི་སྒོ་ནས་བསྟོད་པ་ནི།
50	prose	31	ཕྱག་འཚལ་བའི་ཡུལ་ཤར་ཕྱོགས་སྐྱོང་བ་བརྒྱ་བྱིན་དང་། ཤར་ལྷོ་མེ་ལྷ། སྟེང་སྐྱོང་ཚངས་པ། 
51	prose	36	འབྱུང་བོ་སྟེ་དབང་ལྡན། རོ་ལངས་ཞོན་པའི་སྲིན་པོ། དྲི་ཟའི་བདག་པོ་གཤིན་རྗེ་རྣམས་དང་། 
52	prose	76	འགྲེལ་བ་ཐམས་ཅད་དུ་ཕྱོགས་སྐྱོང་ལ་མ་སྦྱར་འདུག་ཀྱང་། རྒྱུད་རང་གི་ཚིག་ལ་ཕྱོགས་སྐྱོང་
53	prose	66	འདིར་རང་མིང་ནས་སྨོས་པ་རྣམས་སོར་བཞག ནུབ་ཀྱི་ཆུ་ལྷས་དབང་སྡུད་ཀྱི་ཞགས་པ་བཟུང་བས་དབང
54	prose	95	དཀྱིལ་འཁོར་གྱི་མཐའི་དུར་ཁྲོད་ཀྱི་ཞིང་སྐྱོང་རྣམས་ཕྱོགས་སྐྱོང་གི་སྤྲུལ་བར་གོ་བའི་ཆ
55	prose	14	བདུན་པ་ཕ་རོལ་གྱི་འཁྲུལ་འཁོར་འཇོམས་པའི་སྒོ་ནས་བསྟོད་པ་ནི།
56	prose	34	ཕྱག་འཚལ་བའི་ཡུལ་འཕགས་མ་གང་གི་ཞལ་ནས་ཊད་ཅེས་བྱ་བ་དང་། ཕཊ་ཀྱི་སྒྲ་དྲག་པོས་ཕ་རོལ་གྱི
57	prose	24	གཡས་བསྐུམས་གཡོན་བརྐྱངས་ཀྱི་སྟབས་ཀྱིས་འཁོར་བའི་འཇིག་རྟེན་མནན་ཏེ། མེ་དཔུང་འབར་ཞིང་
58	prose	73	གྲུབ་ཆེན་གྱིས་འདིའི་ལས་ཚོགས་ལ་འཕོ་བ་སྦྱར་འདུག་པ་ཊད་ཅེས་བྱ་བ་ནི་ངན་སོང་འཇོམས་པའི་
59	prose	14	བརྒྱད་པ་གཞན་གྱི་བྱད་ཁ་སོགས་བཟློག་པའི་སྒོ་ནས་བསྟོད་པ་ནི།
60	prose	21	ཕྱག་འཚལ་བའི་ཡུལ་ཏུ་རེའི་རིག་སྔགས་ཀྱིས་འཇིགས་པ་ཆེན་པོ་བརྒྱད་ལས་སྐྱོབ་པས་འཇིགས་པ་ཆ
61	prose	13	བདུད་ཀྱི་དཔའ་བོ་བདུད་བཞི་ལ་སོགས་པ་འཇོམས་པས་དཔའ་མོ།
62	prose	35	ཆུ་སྐྱེས་ལྟར་རྒྱས་པའི་ཞལ་ནི་ཁྲོ་གཉེར་དང་ལྡན་པའི་ཁྲོ་མོའི་རྣམ་པར་མཛད་དེ། ཕྱི་ནང་ག
63	prose	9	གྲུབ་ཆེན་གྱིས། འཇིགས་ཆེན་ལས་སྐྱོབས་འཇིགས་ཆེན་མོ། །
64	prose	7	ཁྲོས་པས་དགྲ་གསོད་དགྲ་ཆེན་དགྲ། །
65	prose	7	དབང་བསྐུར་ཀུན་སྦྱིན་དབང་བདག་བསྒོམ། །
66	prose	4	ཞེས་གསུངས་ནས་
67	prose	86	རྫོགས་རིམ་རྒྱས་པ་ཞིག་འདི་ལ་སྦྱར་འདུག་པས། ནང་གི་འཇིགས་ཆེན་བརྒྱད་ལས་སྐྱོབས་པ་དང་། 
68	prose	10	དགུ་བ་གཞན་སྲུང་བའི་སྒོ་ནས་བསྟོད་པ་ནི།
69	prose	28	ཕྱག་འཚལ་བའི་ཡུལ་མཐེབ་སྲིན་སྦྱར་ཞིང་ལྷག་མ་གསུམ་བསྒྲེང་བའི་དཀོན་མཆོག་གསུམ་མཚོན་གྱི
70	prose	21	ཕྱོགས་དང་ཕྱོགས་མཚམས་མ་ལུས་པའི་འཁོར་ལོ་རང་གི་འོད་ཀྱི་ཚོགས་རྣམས་འཁྲུགས་པས་བརྒྱན་པར
71	prose	17	རྗེ་དགེ་འདུན་གྲུབ་ཀྱི་སྒྲོལ་དཀར་གྱི་བསྟོད་པར། ཕྱག་གཡོན་ཨུཏྤལ་བསྣམས་པའི་སྐྱབས་སྦྱ
72	prose	8	སཻངྒ་གླིང་ཆེན་མེ་དང་དུག་སྦྲུལ་སོགས། །
73	prose	9	འཇིགས་པ་ཀུན་སྐྱོབས་དུས་གསུམ་སངས་རྒྱས་ཀྱི། །
74	prose	9	ཡུམ་གྱུར་དགེ་མ་ཁྱོད་ལ་ཕྱག་འཚལ་ལོ། །
75	prose	4	ཞེས་གསུངས་པ་
76	prose	83	ལྟར་ཕྱག་གི་ཨུཏྤལ་གྱིས་དུས་གསུམ་སངས་རྒྱས་མཚོན་པ་དང་ཕྱག་རྒྱའི་རང་ཉིད་དཀོན་མཆོག་མ་ལ
77	prose	15	བཅུ་བ་བདུད་དང་འཇིག་རྟེན་དབང་དུ་མཛད་པའི་སྒོ་ནས་བསྟོད་པ་ནི།
78	prose	30	ཕྱག་འཚལ་བའི་ཡུལ་་ཐུགས་རྒྱུད་རབ་ཏུ་དགའ་བས་གང་བས་སྐུ་རབ་ཏུ་བརྗིད་ཅིང་། དབུ་རྒྱན་འོ
79	prose	29	བཞད་པའི་གད་རྒྱངས་རབ་ཏུ་བཞད་པའི་ཏུཏྟཱ་རའི་སྔགས་ཀྱིས་ནག་པོའི་ཕྱོགས་སུ་གྱུར་པའི་བདུ
80	prose	21	སྒྲས་ཟིན་འདི་ལ་བརྟེན་ནས་མུ་སྟེགས་ཅན་དབང་སྡུད་ཀྱི་ལས་སྦྱོར་ཇོ་བོས་ཆེན་པོས་མཛད་སྣང
81	prose	9	གྲུབ་ཆེན་གྱིས། ཏིང་འཛིན་དམ་པས་ཐུགས་གཏམས་ཏེ། །
82	prose	7	དགྱེས་ཤིང་དགྱེས་པས་རོལ་བའི་སྟངས། །
83	prose	7	དབུ་རྒྱན་ལྔ་ཡི་ལྷ་འོད་ཀྱིས། །
84	prose	7	བཞད་ཅིང་རབ་བཞད་བསྒོམ་པར་བྱ། །
85	prose	5	ཞེས་གསུངས་པ་ལྟར་ན།
86	prose	49	ཟག་མེད་ཀྱི་ཏིང་ངེ་འཛིན་དམ་པའི་དགའ་བ་བཞིའི་དབང་གི་མཐར་ཐུགས་ལྷན་སྐྱེས་ཀྱི་དགའ་བ་ཆེ
87	prose	49	རྒྱལ་བ་རིགས་ལྔའི་རང་བཞིན་གྱི་དབུ་རྒྱན་འོད་ཟེར་འབར་བར་གསུངས་པ་འདི་དང་གཉིས་ཀ་བསྡོམ
88	prose	12	བཅུ་གཅིག་པ་ཕོངས་བ་སེལ་བའི་སྒོ་ནས་བསྟོད་པ་ནི།
89	prose	21	ཕྱག་འཚལ་བའི་ཡུལ་ས་གཞི་སྐྱོང་བ་སྟེ། གཟའ་བརྒྱད་ཀྱི་ཚོགས་རྣམས་ཐམས་ཅད་འགུགས་པར་ནུས་མ
90	prose	23	ཞལ་གྱི་ཁྲོ་གཉེར་གཡོ་བ་དང་། གསུང་ཡི་གེ་ཧཱུཾ་གི་འོད་ཟེར་གྱིས་ཕོངས་པ་ཐམས་ཅད་རྣམ་པར་
91	prose	46	འདིར་ས་གཞི་སྐྱོང་བ་ཞེས་པ་གཟའ་བརྒྱད་ལ་སྦྱར་དགོས་ཏེ། གྲུབ་ཆེན་གྱིས་འདིའི་ཐད་དུ་རྗེ
92	prose	60	གཟའ་བརྒྱད་ལ་ས་གཞི་སྐྱོང་བ་ཞེས་པའི་རྒྱུ་མཚན་ཡོད་དེ། ཉི་ཟླ་གཉིས་ཀྱི་འཁོར་ལུགས་ཀྱི་
93	prose	45	ས་ལ་གནས་པའི་མིའི་ནང་གི་རྩ་ཐིག་རླུང་གསུམ་གྱི་རྟེན་འབྲེལ་གྱིས་ཕྱི་རོལ་ཏུ་གཟའ་སྐར་ག
94	prose	14	བཅུ་གཉིས་པ་དབུ་རྒྱན་དང་རིགས་བདག་གི་སྒོ་ནས་བསྟོད་པ་ནི།
95	prose	27	ཕྱག་འཚལ་བའི་ཡུལ་ཟླ་བའི་དུམ་བུ་སྟེ་ཟླ་བ་ཕྱེད་པས་དབུ་ལ་བརྒྱན་ཅིང་། རྒྱན་ཐམས་ཅད་ལ་འ
96	prose	22	རལ་བའི་ཁྲོད་ན་རིགས་བདག་འོད་དཔག་མེད་ལས་དུས་རྟག་པར་ཤིན་ཏུ་འོད་རབ་ཏུ་འབར་བར་མཛད་མའོ
97	prose	80	གྲུབ་ཆེན་གྱིས་འདིའི་ཐད་དུ་སྦྱིན་སྲེག་གསུངས་པའི་ངེས་དོན་རྫོགས་རིམ་གྱི་གཏུམ་མོ་ཡིན
98	prose	13	བཅུ་གསུམ་པ་གདུག་པ་ཅན་འདུལ་བའི་སྒོ་ནས་བསྟོད་པ་ནི།
99	prose	5	སྒྲས་ཟིན་གོ་སླ་ལ།
100	prose	9	གྲུབ་ཆེན་གྱིས། སྨིན་བྱེད་བརླག་བྱེད་དཔའ་མོ་ནི། །
101	prose	7	མི་བཟད་མེ་དཔུང་དབུས་ན་བརྗིད། །
102	prose	8	རྟེན་བྱེད་སྡང་བྱེད་དགའ་མཛད་ཅིང་། །
103	prose	7	འཇོམས་བྱེད་དྲག་གཟུགས་ཅན་དེ་བསྒོམ། །
104	prose	3	ཞེས་དང་།
105	prose	14	ཇོ་བོས་ཀྱང་། མེ་ལྟར་སྨིན་མཛད་སྒྲོལ་མ་ཡུམ་ལ་ཕྱག་འཚལ་ལོ། །
106	prose	5	ཞེས་པ་ལྟར་ན་
107	prose	21	ཕྱག་འཚལ་བའི་ཡུལ་བསྐལ་བ་ཐ་མ་སྟེ། འཇིག་དུས་ཀྱི་མེ་ལྟར་འབར་བའི་འཕྲེང་བའི་དབུས་ན་གནས
108	prose	48	གཡས་བརྐྱངས་ཤིང་གཡོན་བསྐུམས་ནས་བཞུགས་པའི་སྐུ་ལས་སྤྲོས་པའི་མེ་འོད་ཀྱིས་གུས་པས་བསྟེ
109	prose	12	བཅུ་བཞི་བ་རང་གཞན་སྲུང་བའི་སྒོ་ནས་བསྟོད་པ་ནི།
110	prose	20	ཕྱག་འཚལ་བའི་ཡུལ་ས་གཞིའི་ངོས་ལ་ཕྱག་གི་མཐིལ་གྱིས་བསྣུན་ཅིང་ཞབས་ཀྱིས་བརྡུང་བར་མཛད་མ
111	prose	26	ཞལ་ཁྲོ་གཉེར་གཡོ་བའི་ཁྲོས་པའི་ཉམས་དང་བཅས་པའི་གསུང་ཡི་གེ་ཧཱུཾ་གི་སྒྲས་འཇིག་རྟེན་རི
112	prose	94	གྲུབ་ཆེན་གྱི་གཞུང་དུ། རིམ་པ་བདུན་པོ་རྣམས་ནི་འགེངས་མ་ཞེས་དྲངས་ནས། ཡིག་མཆོག་འཛིན་ར
113	prose	12	བཅོ་ལྔ་བ་སྡིག་པ་འཇོམས་པའི་སྒོ་ནས་བསྟོད་པ་ནི།
114	prose	34	ཕྱག་འཚལ་བའི་ཡུལ་ཟག་མེད་ཀྱི་བདེ་བའི་རང་བཞིན་ཅན་ཡིན་པས་བདེ་མ། སྒྲིབ་གཉིས་སྤངས་པས་ད
115	prose	9	གྲུབ་ཆེན་གྱིས། ལྷ་མོ་བདེ་ལས་མཐོ་རིས་སྦྱིན། །
116	prose	7	དགེ་མས་ཐར་བ་སྦྱིན་པ་སྟེ། །
117	prose	7	དེ་བཞིན་ཞི་མས་རྫོགས་སངས་རྒྱས། །
118	prose	7	སྦྱིན་མཛད་སྡིག་འཇོམས་བསྒོམ་པར་བྱ། །
119	prose	5	ཞེས་པ་ལྟར་ན་
120	prose	15	མངོན་མཐོའི་གོ་འཕང་སྟེར་བས་བདེ་མ། ངེས་ལེགས་ཐར་བ་སྟེར་བས་དགེ་མ། །
121	prose	25	སངས་རྒྱས་ཀྱི་གོ་འཕང་སྟེར་བས་ཞི་མ། མྱ་ངན་འདས་པ་ཞི་བ་མཆོག་གི་སྤྱོད་ཡུལ་ཆོས་ཀྱི་སྐུ
122	prose	23	མཐར་སྭཱ་ཧཱ་དང་ཐོག་མར་ཨོཾ་དང་ཡང་དག་པར་ལྡན་པའི་སྔགས་ཀྱིས་སྡིག་པ་ཆེན་པོ་འཇོམས་པ་ཉིད
123	prose	12	བཅུ་དྲུག་པ་ཤེས་རབ་སྩོལ་བའི་སྒོ་ནས་བསྟོད་པ་ནི།
124	prose	37	འགྲེལ་པ་རྣམས་ལས་ཚིག་གི་འབྲུ་སྣོན་ཙམ་དང་། ཉིན་ཞི་མཚན་ཁྲོའི་སྔགས་བཀོད་པ་ཙམ་ལས་མི་འ
125	prose	12	ཁྱད་པར་དུ་གྲུབ་ཆེན་གྱིས། ཡིད་གཞུངས་དྲན་སོགས་ཀུན་ནས་བསྐོར། །
126	prose	7	མི་ཤེས་དགྲ་དཔུང་རབ་འཇོམས་མ། །
127	prose	7	བློ་གྲོས་ཡི་གེ་བཅུ་བཀོད་པས། །
128	prose	7	ཧཱུཾ་ལས་སྲིད་ཞིའི་མུན་སྒྲོལ་བསྒོམ། །
129	prose	5	ཞེས་པ་ལྟར་ན་
130	prose	49	ཕྱག་འཚལ་བའི་ཡུལ་ཡིད་གཞུངས་མ་དང་། དྲན་པ་མ་དང་། ཤེས་རབ་མ་དང་། བློ་འཕེལ་མ་སྟེ་འཁོར་
131	prose	37	ཡི་གེ་བཅུ་བའི་ངག་གི་ཕྲེང་བ་ནི་ཐུགས་ཀར་བཀོད་པས་དང་། རིག་པའི་ངོ་བོ་ཧཱུཾ་ཡིག་ལས་སྤྲ
132	prose	13	བཅུ་བདུན་པ་དགྲའི་འཇིགས་པ་བསྲུང་བའི་སྒོ་ནས་བསྟོད་པ་ནི།
133	prose	82	, ཕྱག་འཚལ་བའི་ཡུལ་ཏུ་རེ་སྒྲོལ་མ་མྱུར་མའི་ཞབས་ཀྱིས་བརྡབ་པ་དང་། ཧཱུཾ་གི་རྣམ་པའམ་གཟ
134	prose	12	བཅོ་བརྒྱད་པ་ཀླུའི་དུག་སེལ་བའི་སྒོ་ནས་བསྟོད་པ་ནི།
135	prose	25	ཕྱག་འཚལ་བའི་ཡུལ་ལྷ་ཡི་མཚོ་ཡི་རྣམ་པ་སྟེ། ཉ་གང་བའི་རི་དྭགས་རྟགས་ཅན་ཟླ་བའི་དཀྱིལ་འཁ
136	prose	32	ཡི་གེ་བཅུ་བའི་མཐར་ཏཱ་ར་ཏཱ་ར་ཕཊ་སྦྱར་བའི་ཏཱ་ར་གཉིས་བརྗོད་ཕཊ་ཀྱི་ཡི་གེའི་འོད་ཀྱི་བ
137	prose	39	གྲུབ་ཆེན་གྱིས། འཕགས་མ་ལྷ་ཡི་ངོ་འཛིན་ཞེས་གསུངས་པ་ནི། སྔོན་རི་རབ་ཀྱིས་བསྲུབས་ཤིང་བ
138	prose	16	བཅུ་དགུ་པ་རྩོད་དང་རྨི་ལམ་ངན་པ་སེལ་བའི་སྒོ་ནས་བསྟོད་པ་ནི།
139	prose	29	ཕྱག་འཚལ་བའི་ཡུལ་ལྷ་ཡི་ཚོགས་རྣམས་ཀྱི་རྒྱལ་པོ། ཚངས་པ་དང་བརྒྱ་བྱིན་སོགས་དང་། ལྷ་ཕལ་
140	prose	29	ཀུན་ནས་བསྲུང་བའི་སྔགས་ཀྱི་གོ་ཆས་བཙོན་རར་གནས་པ་ཐར་བར་བྱེད་པའི་དགའ་བའི་གཟི་བརྗིད་ཀ
141	prose	17	ཚིག་རྐང་ཕྱི་མ་གཉིས་པོ་འདི་འགྲེལ་བ་གཞན་ལས་འདི་ལྟར་མ་བཀྲལ་ཀྱང་།
142	prose	9	གྲུབ་ཆེན་གྱིས། ཀུན་ནས་དགའ་བསྐྱེད་འབར་བ་ཡི། །
143	prose	7	གཟི་ཡིས་ལྟ་ངན་སྡུག་བསྔལ་སེལ། །
144	prose	7	ཞེས་པ་ལ་བརྟེན་ནས་བྲིས་སོ། །
145	prose	12	ཉི་ཤུ་བ་རིམས་ནད་སེལ་བའི་སྒོ་ནས་བསྟོད་པ་ནི།
146	prose	12	འགྲེལ་བ་གཞན་དུ་ཚིག་ཊིཀ་ཙམ་ལས་མི་འདུག་ཀྱང་།།
147	prose	10	འདིར་གྲུབ་ཆེན་གྱིས། ཡེ་ཤེས་ལྷ་མོ་ཡེ་ཤེས་སྤྱན། །
148	prose	7	རབ་གསལ་བསྒྲིབས་དང་མ་བསྒྲིབས་གཟིགས། །
149	prose	7	ངན་འགྲོ་དང་ནི་སྲིད་པའི་ནད། །
150	prose	7	ཉོན་མོངས་བཅས་འཇོམས་བསྒོམ་པར་བྱ། །
151	prose	6	ཞེས་གསུངས་པ་ལྟར་བཤད་ན།
152	prose	48	ཕྱག་འཚལ་བའི་ཡུལ་ཉི་མ་དང་ཟླ་བའི་འོད་ལྟར་རྒྱས་པའི་ཡེ་ཤེས་ཀྱི་སྤྱན་གྱིས་ཡུལ་དུས་དངོ
153	prose	38	ཧ་ར་ཧ་ར་ཕཊ་སྦྱར་བའི་ཧ་ར་གཉིས་བརྗོད་ཏུཏྟ་ར་ཡི་སྔགས་ཀྱིས་ངན་འགྲོ་ལས་དང་ཉོན་མོངས་པ་
154	prose	69	འདི་ལ་ཇོ་བོས་རིམས་ནད་སེལ་བའི་ལས་ཚོགས་སྦྱར་བ་ནི་ཚིག་ཕྱི་མ་གཉིས་ཀྱི་སྒྲས་ཟིན་གྱི་ད
155	prose	13	ཉེར་གཅིག་པ་འཕྲིན་ལས་ཡོངས་རྫོགས་ཀྱི་སྒོ་ནས་བསྟོད་པོ་ནི།
156	prose	50	ཕྱག་འཚལ་བའི་ཡུལ་སྐུ་གསུང་ཐུགས་ཀྱི་དེ་ཉིད་གསུམ་སྟེ་ཨོཾ་ཨཱཿ ཧཱུྃ གསུམ་གནས་གསུམ་དུ་
157	prose	38	གདོན་དང་རོ་ལངས་གནོད་སྦྱིན་གྱི་ཚོགས་རྣམས་ཀྱི་གནོད་པ་འཇོམས་པར་མཛད་པའི་ཏུ་རེ་རབ་མཆོ
158	prose	9	གྲུབ་ཆེན་གྱིས། ལྷ་དང་སྔགས་དང་ཏིང་འཛིན་གྱིས། །
159	prose	7	དེ་ཉིད་གསུམ་བཀོད་མཐུ་ཆེན་མོ། །
160	prose	7	གནས་གསུམ་གནོད་པའི་ཚོགས་འཇོམས་མ། །
161	prose	7	ཡི་གེ་གཉིས་ལྡན་བསྒོམ་པར་བྱ། །
162	prose	2	ཞེས་
