index	kind	syllables	preview
19	prose	249	བསུབ་ཀྱིས་མ་གོས་པར་མ་དཔེ་ཇི་བཞིན་སོར་བཞག་ཐོག་()གློག་ཀླད་ཀྱི་ལམ་ནས་གཙང་དག་བསྐྱར་བ
20	prose	112	དཀར་ཆག རྗེ་བཙུན་འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ་འདོད་འབྱུང་..རྣམ་པར་རྒྱལ་བའི་བ་དན རྗེ་བ
21	prose	19	༄༅། །རྗེ་བཙུན་འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ་འདོད་འབྱུང་རྣམ་པར་རྒྱལ་བའི་བ་དན་བཞུགས་སོ།
22	prose	264	སྒྲོལ་བསྟོད་འདོད་འབྱུང་རྣམ་པར་རྒྱལ་བའི་བ་དན། །གང་ཞིག་བསྟེན་ན་གྲུབ་གཉིས་ཕྲིན་ལས་ན
23	prose	114	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། འཐུལ། །སྤངས་རྟོགས་ཡོན་ཏན་དཀྱིལ་འཁོར་ཟླུམ་
24	prose	58	ལེགས་འཁྲུངས་གཟུགས་ཀྱི་ལྷ་མོའི་ལང་ཚོ་ནི། །འཕོང་མགོ་ཟླུམ་ཞིང་དར་གྱི་ཤམ་བུ་བཞིན། །ཞ
25	prose	25	མཐའ་བྲལ་ལྟ་བའི་ཀློང་ལ་གཡོ་མེད་པས། །བྲང་གི་དཀྱིལ་ནི་ཡངས་ལ་རྒྱས་པའི་སྐུ། །ཐུགས་རྗེ
26	prose	77	འཇམ་མཉེན་ཕྱག་གི་སོར་མོ་ཕྲ་ཞིང་རིང་། །ཆོས་ཉིད་འགྱུར་མེད་མདངས་ཀྱི་དབུ་སྐྲ་ན །དྭངས་
27	prose	137	སྒྲོལ་བསྟོད་འདོད་འབྱུང་རྣམ་པར་རྒྱལ་བའི་བ་དན། མདངས་ཀྱིས་འཁྱུད་པའི་རི་བོའི་ངོགས། །
28	prose	150	ཚངས་དབྱངས་ཀཱ་ལ་པིང་ཀའི་དབྱངས་ལས་ནི། །བྱུང་བའི་ཏྟ་ར་ཡི་གཟུངས་ཀྱི་སྔགས །བཟླས་པ་ཙམ་
29	prose	26	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཊ་ལ་ཡི་གནས་ནས་བྲིས་པ་བཀྲ་ཤིས་དགེ་བའི་སྣང་
30	prose	21	༄༅། །རྗེ་བཙུན་སྒྲོལ་མའི་བསྟོད་པའི་འགྲེལ་པ་འཕགས་མའི་བྱིན་རླབས་འགུགས་པའི་ལྕགས་ཀྱུ་
31	prose	268	སྒྲོལ་མའི་བསྟོད་འགྲེལ་འཕགས་མའི་བྱིན་རླབས་འགུགས་པའི་ལྕགས་ཀྱུ ৩৩ །ན་མོ་ཨརྱ་ཏཱ་རེ་ཡ
32	prose	315	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། པ་འདི་ནི་ཡ་མ་བརླ། །འཇིག་རྟེན་བློ་ངན་རྣམ་པ
33	prose	286	སྒྲོལ་མའི་བསྟོད་འགྲེལ་འཕགས་མའི་བྱིན་རླབས་འགུགས་པའི་ལྕགས་ཀྱུ། ནོ །འཇིག་རྟེན་གྱི་ཁ
34	prose	287	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། དང་འདྲ་མ། །འཇིག་རྟེན་གསུམ་མགོན་ཆུ་སྐྱེས་ཞ
35	prose	278	སྒྲོལ་མའི་བསྟོད་འགྲེལ་འཕགས་མའི་བྱིན་རླབས་འགུགས་པའི་ལྕགས་ཀྱུ། ནི་ཤིན་ཏུ་དྭངས་ཅིང་
36	prose	269	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། འཕགས་མ་ཁྱེད་ཀྱིས་བདག་གིར་མཛད་ནས་སེམས་ཅན་ད
37	prose	282	སྒྲོལ་མའི་བསྟོད་འགྲེལ་འཕགས་མའི་བྱིན་རླབས་འགུགས་པའི་ལྕགས་ཀྱུ། དང་། གཞན་རླུང་ལྷ་དང
38	prose	136	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཐམས་ཅད་མ་ལུས་གསོད་མ།། ཞེས་གང་ལ་ཕྱག་འཚལ་ན།
39	prose	135	དོན་དམ་པར་དགྲ་བོ་ཞེས་ཐར་པ་ལ་བར་དུ་གཅོད་པ་ཉོན་མོངས་པ་དང་། ཐམས་ཅད་མཁྱེན་པ་ལ་བར་དུ་
40	prose	286	སྒྲོལ་མའི་བསྟོད་འགྲེལ་འཕགས་མའི་བྱིན་རླབས་འགུགས་པའི་ལྕགས་ཀྱུ། མནོན་པར་མཛད་མའོ །ཕྱ
41	prose	285	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ནི་ཁྲོ་མོའི་རིགས་སྔགས་ཡི་གེ་ཧཱུཾ་གི་འོད་ཟ
42	prose	282	སྒྲོལ་མའི་བསྟོད་འགྲེལ་འཕགས་མའི་བྱིན་རླབས་འགུགས་པའི་ལྕགས་ཀྱུ། སྟངས་ཀྱིས་ཞབས་གཡས་བ
43	prose	308	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ལས་འདས་པ་ཆོས་ཉིད་ཞི་བ་ཆེན་པོ་མངོན་དུ་མཛད་
44	prose	287	སྒྲོལ་མའི་བསྟོད་འགྲེལ་འཕགས་མའི་བྱིན་རླབས་འགུགས་པའི་ལྕགས་ཀྱུ ཕྱག་འཚལ་ཏུ་རེའི་ཞབས་
45	prose	295	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཕྱག་འཚལ་ལྷ་ཡི་ཚོགས་ཀྱི་རྒྱལ་། །ལྟ་དང་མིའམ
46	prose	285	སྒྲོལ་མའི་བསྟོད་འགྲེལ་འཕགས་མའི་བྱིན་རླབས་འགུགས་པའི་ལྕགས་ཀྱུ། གཉིས་བརྗོད་ཞེས། ཨོཾ
47	prose	61	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། བསྟོད་པ་རྒྱུད་ཀྱི་ཚིག་དོན་རྣམས་ཅུང་ཟད་དཀྲ
48	prose	233	ངན་འགྲོ་ཐམས་ཅད་འཇོམས་པ་ཉིད་དོ།། ཞེས་ལྷ་མོ་སྒྲོལ་མ་ལ་དད་པ་དང་མོས་གུས་ཡང་དག་པར་ལྡན
49	prose	316	སྒྲོལ་མའི་བསྟོད་འགྲེལ་འཕགས་མའི་བྱིན་རླབས་འགུགས་པའི་ལྕགས་ཀྱུ དྲན་པས་རབ་ཏུ་སེལ་བ་ཉ
50	prose	289	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། གཞན་པ་རྣམས་ཀྱི་དོན་དུ་སྒྲོལ་མ་ལ་བསྟོད་ཅིང
51	prose	178	སྒྲོལ་མའི་བསྟོད་འགྲེལ་འཕགས་མའི་བྱིན་རླབས་འགུགས་པའི་ལྕགས་ཀྱུ། སོགས་པའི་ཕན་ཡོན་མཐའ
52	prose	18	༄༅། །སྒྲོལ་མ་ཉེར་གཅིག་གི་བསྟོད་འགྲེལ་འདོད་རྒུའི་ཕྲིན་ལས་དཔལ་སྟེར་ཞེས་བྱ་བ་བཞུགས་
53	prose	251	བསྟོད་འགྲེལ་འདོད་རྒུའི་ཕྲིན་ལས་དཔལ་སྟེར །ཨོཾ་སྭ་སྟི། གང་འདུལ་གདུལ་བྱའི་མོས་ཁམས་ད
54	prose	286	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཤེས་བྱ་ཐམས་ཅད་སྐད་ཅིག་གཅིག་ལ་མཁྱེན་པའི་ཡེ
55	prose	271	བསྟོད་འགྲེལ་འདོད་རྒུའི་ཕྲིན་ལས་དཔལ་སྟེར། ཆར་འབེབས་པའི་ནོར་བུས་ཕྱག་གཡོན་ན་རྣམ་པར་
56	prose	283	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། སྙིང་རྗེ་ཆེན་པོ་ཟུང་དུ་འཇུག་པ་མཚོན་པའི་ཧཱ
57	prose	262	བསྟོད་འགྲེལ་འདོད་རྒུའི་ཕྲིན་ལས་དཔལ་སྟེར ཚོགས་ཟིལ་གྱིས་མནན་ནས་འཇོམས་པར་བྱེད་པས་དེ
58	prose	291	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཞེས་གང་ལ་ཕྱག་འཚལ་། གཞན་རྒོལ་མཚང་འབྲུ་སོགས
59	prose	236	བསྟོད་འགྲེལ་འདོད་རྒུའི་ཕྲིན་ལས་དཔལ་སྟེར། བཀྲ་བའི་ཕྱག་གི་འཁོར་ལོས་བརྒྱན་པ་རང་གི་འ
60	prose	36	ཕོངས་པ་ཐམས་ཅད་རྣམ་པར་སྒྲོལ་མ།། ཞེས་གང་ལ་ཕྱག་འཚལ་ན། སྒྲོལ་མ་དབུལ་སེལ་ནོར་སྟེར་ཁྲོ
61	prose	296	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། དང་ནོར་ལྷའི་ཚོགས་རྣམས་ཐམས་ཅད་ཅི་བཅོལ་བའི་
62	prose	266	བསྟོད་འགྲེལ་འདོད་རྒུའི་ཕྲིན་ལས་དཔལ་སྟེར འོད་ཟེར་རབ་ཏུ་འབར་བས་འཇིག་རྟེན་རྣམས་གནས་
63	prose	297	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ངོས་ལ་སྡིགས་མཛུབ་དང་བཅས་པའི་ཕྱག་གི་མཐིལ་ག
64	prose	267	བསྟོད་འགྲེལ་འདོད་རྒུའི་ཕྲིན་ལས་དཔལ་སྟེར། འབྲས་བུ་ངན་སོང་གི་སྡུག་བསྔལ་རྣམས་འཇོམས་
65	prose	305	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། འཆིང་བ་སྒྲོལ་མ་དཔག་མེད་གནོན་མ་དེ་ནི་སྐུ་མ
66	prose	268	བསྟོད་འགྲེལ་འདོད་རྒུའི་ཕྲིན་ལས་དཔལ་སྟེར། ཡིན་།། ཕྱག་འཚལ་ལྷ་ཡི་ཚོགས་རྣམས་རྒྱལ་པོ།
67	prose	298	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། གཡས་ཉི་མའི་སྤྱན་ལས་འོད་ཟེར་ཚྭ་ཞིང་རབ་ཏུ་འ
68	prose	261	བསྟོད་འགྲེལ་འདོད་རྒུའི་ཕྲིན་ལས་དཔལ་སྟེར། བཀུགས་ནས་དེ་དག་རྣམས་ཀྱིས་བསམ་སྦྱོར་ངན་པ
69	prose	32	༄༅། །རྗེ་བཙུན་སྒྲོལ་མ་ལ་གསོལ་བ་བཏབས་པས་འཇིགས་པ་ལས་བསྐྱབས་པའི་གཏམ་ཐོར་བུ་འགའ་ཕྱོག
70	prose	10	འཇིགས་པ་ལས་བསྐྱབས་པའི་གཏམ་དད་པའི་རྔ་སྒྲ།
71	prose	228	༄༅། །རབ་འབྱམས་རྒྱལ་བའི་ཕྲིན་ལས་མ་ལུས་ཀུན།། གཅིག་ཏུ་བསྡུས་པ་ཨརྱ་ཏཱ་རེའི་ཞབས།། མི་
72	prose	253	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། གེའི་ཚང་དང་ཉེ་བར་སླེབས་པ་ན། སྒྲོལ་མ་ལ་གསོ
73	prose	271	འཇིགས་པ་ལས་བསྐྱབས་པའི་གཏམ་དད་པའི་རྔ་སྒྲ། ནས་གསོལ་བ་བཏབས་པས་སྦྲུལ་གྱི་འཇིགས་པ་ལས་
74	prose	292	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ༨༽ རྒྱ་མཚོའི་ཆུ་ཡི་འཇིགས་པ་ལས་བསྐྱབས་པ་ནི
75	prose	258	འཇིགས་པ་ལས་བསྐྱབས་པའི་གཏམ་དད་པའི་རྔ་སྒྲ། དགོན་པ་དེར་གནོད་པའི་རྒྱུན་ཆད་དོ།། ༡༠༽ མ
76	prose	268	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ༡༢༽ དབུལ་བའི་འཇིགས་པ་ལས་བསྐྱབས་པ་ནི། སྔོན
77	prose	264	འཇིགས་པ་ལས་བསྐྱབས་པའི་གཏམ་དད་པའི་རྔ་སྒྲ། པ་ཞིག་ཡོད་པས། ཡུལ་དེའི་རྒྱལ་པོ་མ་དགའ་ནས
78	prose	259	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། འདི་སྐད་བཤད། ཕ་རོལ་པོའི་དམག་རྣམས་ནི་སྔར་ད
79	prose	275	འཇིགས་པ་ལས་བསྐྱབས་པའི་གཏམ་དད་པའི་རྔ་སྒྲ། འདོན་པར་ཉལ་དུ་ཆུག་ཟེར། དེ་ལྟར་ཡང་གཅིག་ག
80	prose	256	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཁྱེར་ཡོང་བ་ཟོས། དུས་ཡུན་རིང་ཙམ་ནས་སྟག་ཕྲུ
81	prose	275	འཇིགས་པ་ལས་བསྐྱབས་པའི་གཏམ་དད་པའི་རྔ་སྒྲ། རིགས་བརྒྱུད་མ་སྐྱེས་པས་རྒྱལ་པོ་དང་བློན་
82	prose	274	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ནད་ཀྱིས་འཐིབས་པའི་དགེ་སློང་ཁོ་རང་ཆུ་བོ་ཆེ
83	prose	123	འཇིགས་པ་ལས་བསྐྱབས་པའི་གཏམ་དད་པའི་རྔ་སྒྲ། སྐམ་སར་སླེབས་པས་ཆུ་ཡི་འཇིགས་པ་ལས་བསྒྲལ་
84	prose	21	༄༅། །སྒྲོལ་མའི་མཎྜལ་བཞི་ཆོག་ཚོགས་གཉིས་སྙིང་པོའི་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་
85	prose	219	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། །ཨོཾ་སྭཱསྟི། དྭངས་བའ
86	prose	281	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ལས། གང་ན་སྤྲོས་པའམ་རྩོད་པ་ཡོད་པ་ལས། །དཔག་
87	prose	292	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཞེ་ན་མཁས་པའི་ཡོན་ཏན་
88	prose	274	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། སྦྲ་དང་ལྡན་པ་དང་མ་འགྲུབ་ན་ཡང་ཤ་ཆང་སོགས་ཀྱ
89	prose	304	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། འགྲོ་ཀུན་སྐྱབས་སུ་མཆ
90	prose	262	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། བའི་འཇིགས་པ་ལས་བསྒྲལ་ནས་མཐར་ཐུག་གི་ཐར་པ་ཐ
91	prose	74	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། དངོས་ཉམས་སུ་ལེན་ནས་ས
92	prose	194	སེམས་བསྐྱེད་ཀྱིས་ཟིན་པའི་དགེ་བའི་རྩ་བ་ཐམས་ཅད་སངས་རྒྱས་ཀྱི་རྒྱུ་རུ་འགྱུར་བ་དང་། ད
93	prose	242	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། གསུམ་གྱི་སྒོ་ཀུན་ནས་གུས་ཞིང་དང་བ་དང་རྩེ་ག
94	prose	275	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། དེ་ཡང་ཚོགས་ཀྱི་ཞིང་མ
95	prose	296	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གཟིངས། ཐོས་དང་། རང་སངས་རྒྱས་དང་། བྱང་ཆུབ་སེམས་དཔའ་ཞེ
96	prose	259	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། འདེབས་པ་དང་། དྲུག་པ་
97	prose	235	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཤོག་ཅིག་ཅེས་བསྔོའོ།། ཞེས་ཚོགས་བསགས་ཡན་ལག་
98	prose	250	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། མཆོད་པའི་རྫས་མ་ཚང་མེ
99	prose	267	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། མཁྱེན་གྱུར་པའི། །བཅོམ་ལྡན་འཁོར་བཅས་གནས་འད
100	prose	257	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཏེ་དཔེར་ན་རི་དྭགས་ཐམ
101	prose	275	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། སྙེད་པ་འདུས་ཞེས་གྲངས་མེད་པའི་དོན་ཡིན་པས་ན
102	prose	265	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། པ་གདུགས་མཆོག་དང་། །མ
103	prose	276	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། དེའི་གོང་ན་མཆོད་རྫས་གཞན་མེད་པས་བླ་ན་མེད་པ
104	prose	176	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ལྔ་པ་ཆོས་འཁོར་བསྐོར་
105	prose	109	བདག་གིས་ཐལ་མོ་རབ་སྦྱར་གསོལ་བར་བགྱི།། སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་རྣམས་སྐུ་མྱ་ངན
106	prose	236	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། རང་བསྐུལ་ཞིང་གསོལ་བ་ཡི། །དགེ་བ་ཅུང་ཟད་བདག
107	prose	284	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། དགེ་བའི་ཚོགས་ཀུན་དང་
108	prose	267	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། མཎྜལ་ཕུལ་བས་བསོད་ནམས་ཀྱི་ཚོགས་རྒྱ་ཆེར་བསག
109	prose	12	ལུས་དང་ལོངས་སྤྱོད་མཆོད་པ་འབུལ། །བདག་དང་མཐའ་ཡས་སེམས་
110	prose	294	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཅན་རྣམས། །རྟག་ཏུ་ཐུག
111	prose	307	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། བཅས་པ་མཆོད་པ་འབུལ་བས་ཁྱེད་རྣམས་ཀྱིས་བདག་ད
112	prose	313	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཅུང་ཟད་བཤད་ན སྒོམ་པའ
113	prose	291	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཞལ་གཅིག་ཕྱག་གཉིས་ཞལ་མཛེས་པའི་འཛུམ་རས་ཅན་ཞ
114	prose	270	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཞེས་མཚན་ནས་བོས་པའི་ད
115	prose	20	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། བརྗོད་པ་དང་དགྱེས་པར་བཞུགས་པར་མོས། དེ་ནས་ས
116	prose	228	དངོས་འབྱོར་ཡིད་ལས་བྱུང་བ་ཡི། །ཀུན་ཏུ་བཟང་པོའི་མཆོད་སྤྲིན་གྱིས། །ཆོས་དབྱིངས་རྒྱས་
117	prose	259	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ལུས་ལོངས་སྤྱོད་དགེ་ཚ
118	prose	208	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། དྲན་བཞིན་སྒྲོལ་བསྟོད་ཚར་གཉིས་བརྗོད་ནས་སྔོ
119	prose	230	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཞེས་རྗེ་བཙུན་སྒྲོལ་མ
120	prose	258	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཞེས་གཏོར་མ་མི་དམིགས་པར་སྟོང་པར་གྱུར་པའི་ང
121	prose	234	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། དངོས་གྲུབ་དང་། གནས་ས
122	prose	86	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། གྱི་གྲངས་དང་སྙེད་པའམ་མཉམ་པར་མོས་ཅིང་སྤྲུལ
123	prose	156	གེགས་མེད་འགྲུབ་པར་བྱིན་གྱིས་རློབས།། རྗེ་བཙུན་འཕགས་མ་སྒྲོལ་མ་ཉི་ཤུ་རྩ་གཅིག་དང་བཅས
124	prose	287	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། བ་ལས་ཀྱི་འཁོར་ལོ་གསུ
125	prose	223	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། བའི་དཔལ་ལ་སྤྱོད་པར་མཛོད་ཅིག། འཇིགས་དང་སྡུ
126	prose	288	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས དམ་པའི་ཆོས་ཀྱི་ཐོས་བས
127	prose	260	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གཟིངས། ཏུ་བཏབ་ལ། དེ་ནས་སྔགས་ཀྱི་ཐུགས་རྒྱུད་བསྐུལ་བ་ན
128	prose	38	མཎྜལ་བཞི་ཆོག་འགྲེལ་པ་ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། ཧྭ་ཞེས་ནི་ཅི་ཞིག་བརྗ
129	prose	255	སྡུག་བསྔལ་ཐམས་ཅད་འཇོམས་པའི་མཆོག །ཅེས་སྡིག་པ་དང་སྒྲིབ་པ་ཐམས་ཅད་ཞི་བར་བྱེད་པ་དང དག
130	prose	247	ཚོགས་གཉིས་རྒྱ་མཚོར་འཇུག་པའི་གྲུ་གཟིངས། མཐར་ཆོ་ག་དང་སྔགས་དང་ཏིང་འཛིན་གྱི་ལྷག་ཆད་ཀ
