index	kind	syllables	preview
29	prose	15	༼༤༽རྒྱལ་བ་དང་རྒྱལ་སྲས་ཀྱིས་གུས་པ་བསྟེན་པའི་སྒོ་ནས་བསྟོད་པ་ནི།
30	prose	31	ཕྱག་འཚལ་དེ་བཞིན་གཤེགས་པའི་གཙུག་ཏོར། མཐའ་ཡས་རྣམ་པར་རྒྱལ་བར་སྤྱོད་མ༎ མ་ལུས་ཕ་རོལ་ཕ
31	prose	24	ཕྱག་འཚལ་ནི། གང་ལ་ཕྱག་འཚལ་བའི་ཡུལ་རྗེ་བཙུན་སྒྲོལ་མ་གཙུག་ཏོག་རྣམ་རྒྱལ་མ་ལ་སྒོ་གསུམ
32	prose	17	ཕྱག་འཚལ་དེ་བཞིན་གཤེགས་པའི་གཙུག་ཏོར།། མཐའ་ཡས་རྣམ་པར་རྒྱལ་བར་སྤྱོད་མ༎ ཞེས་པ་ནི།
33	prose	20	དེ་བཞིན་གཤེགས་པའམ་སངས་རྒྱས་ཐམས་ཅད་ཀྱིས་རྗེ་བཙུན་སྒྲོལ་མ་ལ་ཕྱག་འཚལ་བའི་རྒྱུ་མཚན་ཏ
34	prose	77	རྗེ་བཙུན་སྒྲོལ་མ་ནི། ཡུམ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་ངོ་བོ་ཡིན་ལ། སངས་རྒྱས་ཐམས་
35	prose	17	མ་ལུས་ཕ་རོལ་ཕྱིན་པ་ཐོབ་པའི།། རྒྱལ་བའི་སྲས་ཀྱིས་ཤིན་ཏུ་བསྟེན་མ༎ ཞེས་པ་ནི།
36	prose	31	ཐེག་ཆེན་གྱི་ལམ་ལྔ་དང་ས་བཅུ་ཕར་ཕྱིན་བཅུ་བཅས་ཐོབ་པའི་རྒྱལ་སྲས་བྱང་ཆུབ་སེམས་དཔའ་རྣམ
37	prose	9	༼༥༽ མི་མཐུན་ཕྱོགས་གནོན་པའི་སྒོ་ནས་བསྟོད་པ།
38	prose	30	ཕྱག་འཚལ་ཏུཏྟཱ་རེ་ཧཱུྃ་ཡི་གེས༎ འདོད་དང་ཕྱོགས་དང་ནམ་མཁའ་གང་མ། འཇིག་རྟེན་བདུན་པོ་ཞབ
39	prose	73	ཕྱག་འཚལ་ནི། གང་ལ་ཕྱག་འཚལ་བའི་ཡུལ་རྗེ་བཙུན་སྒྲོལ་མ་རིགས་བྱེད་ལྷ་མོ་ལ་གུས་པས་འདུད་
40	prose	54	དེ་ལྟ་བུའི་འཇིགས་རྟེན་གྱི་ཁམས་བདུན་ལ་རྗེ་བཙུན་སྒྲོལ་མའི་འོད་ཟེར་དང་སྒྲའི་གང་བར་མ
41	prose	12	༼༦༽འཇིག་རྟེན་པའི་ལྷ་ཆེན་པོ་རྣམས་ཀྱིས་བཀུར་བའི་བསྟོད་པ།
42	prose	32	ཕྱག་འཚལ་བརྒྱ་བྱིན་མེ་ལྷ་ཚངས་པ།། རླུང་ལྷ་སྣ་ཚོགས་དབང་ཕྱུག་མཆོད་མ།། འབྱུང་པོ་རོ་ལང
43	prose	22	ཕྱག་འཚལ་ནི། གང་ལ་ཕྱག་འཚལ་བའི་ཡུལ་རྗེ་བཙུམ་སྒྲོལ་མ་འཇིགས་བྱེད་ཆེན་མོར་སྒོ་གསུམ་གུ
44	prose	17	ཕྱག་འཚལ་བརྒྱ་བྱིན་མེ་ལྷ་ཚངས་པ།། རླུང་ལྷ་སྣ་ཚོགས་དབང་ཕྱུག་མཆོད་མ།། ཞེས་པ་ནི།
45	prose	61	འཇིག་རྟེན་པའི་ལྷའི་གཙོ་བོར་ནི། ཤར་ཕྱོགས་སུ་ལྷའི་དབང་པོ་བརྒྱ་བྱིན་དང་། ཤར་ལྷོའི་ད
46	prose	18	འབྱུང་པོ་རོ་ལངས་དྲི་ཟ་རྣམས་དང་།། གནོད་སྦྱིན་ཚོགས་ཀྱིས་མདུན་ནས་བསྟོད་མ།། ཞེས་པ་སྟ
47	prose	54	དབང་ལྡན་གྱི་འཁོར་འབྱུང་པོ་དང་། སྲིན་པོའི་འཁོར་རོ་ལངས་དང་། བརྒྱ་བྱིན་གྱི་འཁོར་དྲི
48	prose	9	༼༧༽ཕ་རོལ་འཇོམས་པའི་སྒོ་ནས་བསྟོད་པ་ནི།
49	prose	31	ཕྱག་འཚལ་ཏྲཌ་ཅེས་བྱ་དང་ཕཊ་ཀྱིས།། ཕ་རོལ་འཁྲུལ་འཁོར་རབ་ཏུ་འཇོམས་མ༎ གཡས་བསྐུམ་གཡོན་བ
50	prose	99	ཕྱག་འཚལ་ནི། གང་ལ་ཕྱག་འཚལ་བའི་ཡུལ་རྗེ་བཙུན་སྒྲོལ་མ་གཞན་འཇོམས་མ་ལ་སྒོ་གསུམ་གུས་པས་
51	prose	78	རྗེ་བཙུན་སྒྲོལ་མའི་གཡས་བསྐུམས་གཡོན་བརྐྱངས་པའི་སྟོང་ཉིད་དང་སྙིང་རྗེ་མཚོན་པའི་ཞབས་
52	prose	9	༼༨༽དྲག་པོའི་བཞུགས་ཚུལ་གྱི་སྒོ་ནས་བསྟོད་པ།
53	prose	31	ཕྱག་འཚལ་ཏུ་རེ་འཇིགས་པ་ཆེན་པོ།། བདུད་ཀྱི་དཔའ་བོ་རྣམས་པར་འཇོམས་མ༎ ཆུ་སྐྱེས་ཞལ་ནི་ཁ
54	prose	46	ཕྱག་འཚལ་ནི། གང་ལ་ཕྱག་འཚལ་བའི་ཡུལ་རྗེ་བཙུན་སྒྲོལ་མ་བདུད་དགས་འཇོམས་མ་ལ་གུས་པས་འདུད
55	prose	34	ཉོན་མོངས་པའི་བདུད་དང་། ཕུང་པོའི་བདུད། འཆི་བདག་གི་བདུད། ལྷའི་བུ་བདུད་བཅས་གདུལ་དཀའ
56	prose	48	ཆུ་སྐྱེས་ཏེ་མེ་ཏོག་པདྨ་རྒྱས་པ་ལྟར་མཛེས་པའི་ཞལ་རས་ནི་ཁྲོ་གཉེར་ཉམས་དང་ལྡན་པར་མཛད་པ
57	prose	11	༼༩༽གཡས་གཡོན་ཕྱག་མཚན་གྱི་སྒོ་ནས་བསྟོད་པར་མཛད་པ།
58	prose	31	ཕྱག་འཚལ་དཀོན་མཆོག་གསུམ་མཚོན་ཕྱག་རྒྱའི།། སོར་མོས་ཐུགས་ཀར་རྣམ་པར་བརྒྱན་མ།། མ་ལུས་ཕ
59	prose	87	ཕྱག་འཚལ་ནི། གང་ལ་ཕྱག་འཚལ་བའི་ཡུལ་རྗེ་བཙུན་སྒྲོལ་མ་དཀོན་མཆོག་གསུམ་མཆོད་མ་ལ་སྒོ་གས
60	prose	91	རྗེ་བཙུན་སྒྲོལ་མའི་ཕྱག་གཡས་པས་མ་ལུས་པའི་འགྲོ་བ་སེམས་ཅན་ལ་མཆོག་གི་དངོས་གྲུབ་སྟེར་
61	prose	9	༼༡༠༽དབུ་རྒྱན་དང་བཞད་སྒྲའི་སྒོ་ནས་བསྟོད་པ།
62	prose	30	ཕྱག་འཚལ་རབ་ཏུ་དགའ་བ་བརྗིད་པའི།། དབུ་རྒྱན་འོད་ཀྱི་འཕྲེང་བ་སྤེལ་མ༎ བཞད་པ་རབ་བཞད་ཏུ
63	prose	56	ཕྱག་འཚལ་ནི། གང་ལ་ཕྱག་འཚལ་བའི་ཡུལ་རྗེ་བཙུན་སྒྲོལ་མ་བདུད་དབང་དུ་སྡུད་མར་སྒྲོ་གསུམ་
64	prose	45	སྔགས་ཀྱི་བཞད་མོ་རབ་ཏུ་བཞད་པའི་སྒྲ་ཏུཏྟཱ་རེ་ཞེས་སོགས་ཀྱིས་འཇིག་རྟེན་པའི་ལྷ་ལུས་མེ
65	prose	11	༼༡༡༽ཕྱོགས་སྐྱོང་བཅུའི་འཕྲིན་ལས་བསྒྲུབ་པའི་སྒོ་ནས་བསྟོད་པ།
66	prose	31	ཕྱག་འཚལ་ས་གཞི་སྐྱོང་བའི་ཚོགས་རྣམས།། ཐམས་ཅད་འགུགས་པར་ནུས་མ་ཉིད་མ།། ཁྲོ་གཉེར་གཡོ་བ
67	prose	70	ཕྱག་འཚལ་ནི། གང་ལ་ཕྱག་འཚལ་བའི་ཡུལ་རྗེ་བཙུན་སྒྲོལ་མ་ཕོངས་པ་ཀུན་སེལ་མ་ལ་སྒོ་གསུམ་གུ
68	prose	63	ཞལ་ཁྲོ་གཉེར་གཡོ་བའི་རྣམ་པར་བཞུགས་པའི་རྗེ་བཙུན་སྒྲོལ་མའི་ཐུགས་ཀའི་ཡི་གེ་ཧཱུྃ་གི་འ
69	prose	7	༼༡༢༽དབུ་རྒྱན་གྱི་སྒོ་ནས་བསྟོད་པ།
70	prose	31	ཕྱག་འཚལ་ཟླ་བའི་དུམ་བུས་དབུ་རྒྱན༎ བརྒྱན་པ་ཐམས་ཅད་ཤིན་ཏུ་འབར་མ།། རལ་པའི་ཁྲོད་ན་འོད
71	prose	73	གང་ལ་ཕྱག་འཚལ་བའི་ཡུལ་རྗེ་བཙུན་སྒྲོལ་མ་༼བགྱིས་༽འབྱིན་མར་སྒོ་གསུམ་གུས་པས་འདུད་པའོ།
72	prose	88	འཇིག་རྟེན་ན་ཆེས་གྲགས་པའི་འཇིག་རྟེན་པའི་ལྷ་དབང་ཕྱུག་སོགས་ཀྱི་ང་རྒྱལ་དང་དྲེགས་པ་འཇ
73	prose	9	༼༡༣༽དྲག་པོའི་བཞུགས་ཚུལ་གྱི་སྒོ་ནས་བསྟོད་པ།།
74	prose	31	ཕྱག་འཚལ་བསྐལ་པའི་མཐའ་མའི་མེ་ལྟར།། འབར་བའི་ཕྲེང་བའི་དབུས་ན་གནས་མ།། གཡས་བརྐྱངས་གཡོ
75	prose	64	གང་ལ་ཕྱག་འཚལ་བའི་ཡུལ་རྗེ་བཙུན་སྒྲོལ་མ་གཡུལ་ལས་རྒྱལ་བྱེད་ལ་སྒོ་གསུམ་གུས་པས་འདུད་པ
76	prose	49	ཞབས་གཡས་བརྐྱངས་ཤིང་ཞབས་གཡོན་བསྐུམས་པའི་སྟབས་ཀྱིས་བཞུགས་ནས། སྒོ་ཀུན་ནས་ཆོས་ཀྱི་འཁ
77	prose	11	༼༡༤༽ཧཱུཾ་ཡིག་ལས་འོད་ཟེར་འཕྲོ་བའི་སྒོ་ནས་བསྟོད་པ།
78	prose	31	ཕྱག་འཚལ་ས་གཞིའི་ངོས་ལ་ཕྱག་གི། མཐིལ་གྱིས་བསྣུན་ཅིང་ཞབས་ཀྱིས་བརྡུང་མ༎ ཁྲོ་གཉེར་སྤྱ
79	prose	73	ཕྱག་འཚལ་ནི། གང་ལ་ཕྱག་འཚལ་བའི་ཡུལ་རྗེ་བཙུན་སྒྲོལ་མ་ཁྲོ་གཉེར་ཅན་མ་ལ་སྒོ་གསུམ་གུས་པ
80	prose	104	ཞལ་དྲག་པོའི་ཁྲོ་གཉེར་གྱི་ཉམས་དང་ལྡན་ཅིང་། སྤྱན་གཉིས་ཀྱི་འོད་ཟེར་རབ་ཏུ་འཁྲུགས་པས་
81	prose	7	༼༡༥༽ཆོས་སྐུའིརྣམ་པའི་སྒོ་ནས་བསྟོད་པ།
82	prose	31	ཕྱག་འཚལ་བདེ་མ་དགེ་མ་ཞི་མ།། མྱ་ངན་འདས་ཞི་སྤྱོད་ཡུལ་ཉི་མ།། སྭཱ་ཧཱ་ཨོཾ་དང་ཡང་དག་ལྡན
83	prose	96	ཕྱག་འཚལ་ནི། གང་ལ་ཕྱག་འཚལ་བའི་ཡུལ་རྗེ་བཙུན་སྒྲོལ་མ་ཞི་བ་ཆེན་མོ་ལ་སྒོ་གསུམ་གུས་པས་
84	prose	70	བཟླས་པའི་མཇུག་ཏུ་སྭཱ་ཧཱ་དང་འགོ་ཨོཾ་བཅས་བརྒྱན་པའི་རྗེ་བཙུན་སྒྲོལ་མའི་མཚན་སྔགས་ཡི་
85	prose	11	༼༡༦༽ གདོན་སོགས་འཇོམས་པའི་འཕྲིན་ལས་ཀྱི་སྒོ་ནས་བསྟོད་པ།
86	prose	31	ཕྱག་འཚལ་ཀུན་ནས་བསྐོར་རབ་དགའ་བའི།། དགྲ་ཡི་ལུས་ནི་རྣམ་པར་འགེམས་མ༎ ཡི་གེ་བཅུ་པའི་ངག
87	prose	63	ཕྱག་འཚལ་ནི། གང་ལ་ཕྱག་འཚལ་བའི་ཡུལ་རྗེ་བཙུན་སྒྲོལ་མ་རིམས་ནད་ཀུན་སེལ་ལ་སྒོ་གསུམ་གུས
88	prose	99	དེ་ཡང་རྗེ་བཙུན་སྒྲོལ་མ་ཞི་བའི་ཐུགས་ཀར་ཏཾ་ཡིག་གི་མཐར་ཡི་གེ་བཅུ་པའི་ངག་གིས་བཀོད་པའ
89	prose	13	༼༡༧༽ ཁྲོ་མོའི་ས་གསུམ་གཡོ་བའི་འཕྲིན་ལས་ཀྱི་སྒོ་ནས་བསྟོད་པ།
90	prose	30	ཕྱག་འཚལ་ཏུ་རེ་ཞབས་ནི་བརྡབས་པས།། ཧཱུཾ་གི་རྣམ་པའི་ས་བོན་ཉིད་མ༎ རི་རབ་མནྡཱ་ར་དང་འབི
91	prose	68	ཕྱག་འཚལ་ནི། གང་ལ་ཕྱག་འཚལ་བའི་ཡུལ་རྗེ་བཙུན་སྒྲོལ་མ་འཇིག་རྟེན་གསུམ་གཡོ་མར་སྒོ་གསུམ
92	prose	73	རྗེ་བཙུན་སྒྲོལ་མས་ཞབས་བརྡབས་པས། རིའི་རྒྱལ་པོ་རི་རབ་དང་། རི་མནྡར་དང་། རི་བོ་ནག་པོ
93	prose	13	༼༡༨༽བརྟན་གཡོའི་དུག་ཐམས་ཅད་སེལ་བར་མཛད་པའི་སྒོ་ནས་བསྟོད་པ།
94	prose	31	ཕྱག་འཚལ་ལྷ་ཡི་མཚོ་ཡི་རྣམ་པའི༎ རི་དྭགས་རྟགས་ཅན་ཕྱག་ན་བསྣམས་མ༎ ཏཱ་ར་གཉིས་བརྗོད་ཕཊ་
95	prose	68	ཕྱག་འཚལ་ནི། གང་ལ་ཕྱག་འཚལ་བའི་ཡུལ་རྗེ་བཙུན་སྒྲོལ་མ་དུག་སེལ་མ་ལ་སྒོ་གསུམ་གྱི་གུས་པ
96	prose	72	རྗེ་བཙུན་སྒྲོལ་མའི་ཞལ་ནས་ཏཱ་ར་ཡི་གེ་གཉིས་བརྗོད་པའི་རིག་སྔགས་ཡི་གེ་བཅུ་པ་ལ་ཕཊ་ཀྱི
97	prose	13	༼༡༩༽རྩོད་པ་དང་རྨི་ལམ་ངན་པ་སེལ་བའི་སྒོ་ནས་བསྟོད་པ།
98	prose	30	ཕྱག་འཚལ་ལྷ་ཡི་ཚོགས་རྣམས་རྒྱལ་པོ།། ལྷ་དང་མིའམ་ཅི་ཡིས་བསྟེན་མ།། ཀུན་ནས་གོ་ཆ་དགའ་བའ
99	prose	77	ཕྱག་འཚལ་ནི། གང་ལ་ཕྱག་འཚལ་བའི་ཡུལ་རྗེ་བཙུན་སྒྲོལ་མ་གདུགས་དཀར་མོ་ལ་སྒོ་གསུམ་གུས་པས
100	prose	56	རྗེ་བཙུན་སྒྲོལ་མའི་དུས་ཀུན་ནས་བྱིན་གྱིས་བརླབས་པའི་སྔགས་དང་ཕྱག་རྒྱའི་གོ་ཆ་དགའ་བས་
101	prose	11	༼༢༠༽རིམས་ནད་སེལ་བའི་འཕྲིན་ལས་ཀྱི་སྒོ་ནས་བསྟོད་པ།
102	prose	30	ཕྱག་འཚལ་ཉི་མ་ཟླ་བ་རྒྱས་པའི།། སྤྱན་གཉིས་པོ་ལ་འོད་རབ་གསལ་མ།། ཧཱ་ར་གཉིས་བརྗོད་ཏུཏྟཱ
103	prose	77	ཕྱག་འཚལ་ནི། གང་ལ་ཕྱག་འཚལ་བའི་ཡུལ་རྗེ་བཙུན་སྒྲོལ་མ་རི་ཁྲོད་ལོ་མ་གྱོན་མ་ལ་སྒོ་གསུམ
104	prose	92	རྗེ་བཙུན་སྒྲོལ་མ་ཁྲོ་མོའི་ངག་ཏུ། ཡི་གེ་ཧ་ར་གཉིས་བརྗོད་པས་མཚོན་དོན་ནི། ཨོཾ་ན་མཿ ཏ
105	prose	13	༼༢༡༽གདོན་དང་རོ་ལངས་འཇོམས་པའི་འཕྲིན་ལས་ཀྱི་སྒོ་ནས་བསྟོད་པ།
106	prose	31	ཕྱག་འཚལ་དེ་ཉིད་གསུམ་རྣམས་བཀོད་པའི ༎ ཞི་བའི་མཐུ་དང་ཡང་དག་ལྡན་མ༎ གདོན་དང་རོ་ཡངས་གན
107	prose	103	ཕྱག་འཚལ་ནི། གང་ལ་ཕྱག་འཚལ་བའི་ཡུལ་རྗེ་བཙུན་སྒྲོལ་མ་ལྷ་མོ་འོད་ཟེར་ཅན་མ་ལ་སྒོ་གསུམ་
108	prose	52	དེ་ཉིད་ཀྱི་གནས་གསུམ་ལས་སྤྲོས་པའི་འོད་ཟེར་ཀྱིས། གདོན་རིགས་དང་རོ་ལངས་འབྱུང་པོ་སོགས
109	prose	8	སྒྲོལ་མ་ཉེར་གཅིག་དོན་བསྡུ་བ་ནི།།
110	prose	18	རྩ་བའི་སྔགས་ཀྱིས་བསྟོད་པ་འདི་དང་༎ ཕྱག་འཚལ་བ་ནི་ཉི་ཤུ་རྩ་གཅིག ཞེས་པ་སྟེ།
111	prose	76	རྩ་བའི་སྔགས་ནི། རྗེ་བཙུན་སྒྲོལ་མ་ཞི་བའི་མཚན་སྔགས་ཨོཾ་ཏཱ་རེ་ཏུཏྟཱ་རེ་ཏུ་རེ་སྭཱ་ཧཱ
112	prose	199	སྒྲོལ་མའི་བསྟོད་པ་བསྡུས་པ། ༄༎ ཨོཾ་བཅོམ་ལྡན་འདས་མ་འཕགས་མོ་སྒྲོལ་མ་ལ་ཕྱག་འཚལ་ལོ།། 
113	prose	9	ཏུཏྟཱ་རེ་ཡིས་འཇིགས་ཀུན་སེལ་མ། ཞེས་པ་སྟེ།
114	prose	52	ཏུཏྟ་རེ་སྟེ་གདུང་བའི་དོན་ལ་གོ། མའི་བུ་གཅིག་ལ་བརྩེ་བ་དང་བྱམས་པ་ཡོད་པ་བཞིན་འགྲོ་བ་
115	prose	8	ཏུ་རེས་དོན་རྣམས་ཐམས་ཅད་སྟེར་མ། །
116	prose	3	ཞེས་པ་སྟེ།
117	prose	39	ཏུ་རེ་སྟེ་སྒྲོལ་མའི་གནས་སྐབས་ཀྱི་དོན་ནོར་དང་ལོངས་སྤྱོད་ཚེ་བསོད་དབང་ཐང་སོགས་སྟེར་
118	prose	10	སྭཱ་ཧཱ་ཡི་གེ་བཅུ་ལ་རབ་འདུད༎ ཞེས་པ་སྟེ།
119	prose	155	སྭཱ་ཧཱ་སྟེ་ཞི་བའི་དོན་ལ་གོ སྡིག་པ་ཐམས་ཅད་ཞི་བར་བྱེད་ཅིང་དགེ་བའི་ཚོགས་ཐམས་ཅད་འཕེལ
